#{"t_start": 1785950834.1533847, "env_id": "poke-env-v0"}
r,l,t
34.705177,47,2.62552
32.551724,86,3.635206
-42.57,52,4.268328
39.324145,53,4.907508
-32.25,58,5.649501
31.586806,68,6.444688
38.458904,56,7.083286
-38.74,53,7.696536
32.678967,84,9.345744
-32.13,56,10.002483
-32.88,76,10.907914
37.940962,66,11.668458
-32.3,111,13.021672
-39.16,60,13.73373
-37.4,83,14.698117
32.751852,85,16.362706
-35.18,50,16.934143
32.575931,38,17.393952
-32.3,44,17.895474
35.369231,50,18.551001
36.930504,47,19.120395
-33.0,69,19.96477
-35.47,126,21.506812
40.288743,67,23.18749
-34.51,78,24.104963
35.424437,48,24.705742
-35.18,57,25.38233
35.496183,121,26.824361
36.370057,51,27.433449
42.247516,33,27.833024
-32.03,57,28.510966
35.687023,50,29.751234
35.254032,55,30.381948
39.373452,41,30.92595
-32.5,77,31.856611
37.147931,35,32.301605
35.264764,52,32.949421
35.72,66,33.733187
36.919859,51,34.344865
-32.14,32,34.733714
35.34273,51,35.359211
45.331022,43,36.493266
-32.74,41,36.984979
38.454245,119,38.459972
39.331219,48,39.033083
41.756513,55,39.714631
37.857643,30,40.092464
43.461155,36,40.522347
42.103175,45,41.066703
32.088785,78,42.024397
35.471264,56,43.342442
45.580869,56,44.029589
32.376384,53,44.684233
37.926425,65,45.470021
32.177419,46,46.052295
34.942027,57,46.734683
-33.0,65,47.755233
34.848146,82,48.764793
-35.01,53,49.411597
31.894231,50,50.645394
41.038129,57,51.339274
-32.24,43,51.893121
34.433993,50,52.476809
36.0,39,52.955665
-32.14,44,53.540776
37.791402,43,54.059415
36.883868,90,55.130323
43.773273,43,55.656824
40.080407,66,56.444588
42.40016,29,57.452738
40.829154,38,57.930576
44.29717,32,58.32021
41.559055,49,58.936061
35.958015,33,59.327774
41.504242,44,59.883654
32.791489,48,60.453973
40.033776,36,60.921581
-34.38,46,61.498374
43.596394,23,61.769929
32.431271,136,63.427943
35.558304,46,64.652376
40.807172,45,65.229193
36.921547,56,65.898863
41.732955,40,66.390381
37.182621,65,67.186445
38.352941,40,67.698507
33.0,45,68.246779
38.544872,41,68.748054
35.083695,44,69.377236
33.0,45,69.931989
40.141628,59,71.351341
41.092343,41,71.834135
-32.68,106,73.384199
45.927067,30,73.749087
40.247807,39,74.229785
41.222222,37,74.70609
40.161656,53,75.372784
46.124654,34,75.795434
-33.0,77,76.76364
46.820933,38,77.25239
38.034745,38,77.712544
-32.5,81,79.406269
32.366795,65,80.205354
46.588046,24,80.514417
44.211921,26,80.86329
35.230769,23,81.229331
43.337588,36,81.765436
41.260377,45,82.328105
40.504576,66,83.136223
38.221865,33,83.557145
32.139205,40,84.046805
38.223577,52,84.680684
36.0,49,86.056917
35.661863,35,86.489491
41.376893,23,86.780573
41.931271,32,87.177788
38.898305,55,87.851028
41.299465,51,88.472747
36.998248,53,89.137801
44.120524,27,89.456953
41.507335,27,89.856722
43.479592,37,90.419342
-31.51,55,91.110945
38.602564,32,91.515152
46.054546,20,91.810101
32.440945,50,93.07601
33.0,75,94.031189
42.947504,60,94.789499
35.847973,55,95.457589
46.503348,46,96.045391
35.299639,53,96.848437
32.830258,38,97.427586
44.150227,45,97.970932
37.802775,36,98.432167
42.92488,54,99.118832
35.249042,45,100.32576
45.239275,49,100.930028
47.113509,27,101.270543
44.165992,33,101.679029
35.830189,48,102.275401
41.490226,39,102.761327
42.0,33,103.184268
36.0,40,103.686976
32.835294,53,104.334635
32.121951,91,105.488885
-34.79,38,105.93927
33.0,51,106.56271
38.518072,36,107.629561
32.604938,51,108.267841
41.669091,29,108.623425
38.857708,67,109.489321
41.547794,34,109.922812
44.316666,26,110.253393
-32.12,42,110.759516
35.458621,51,111.394154
35.878327,86,112.455712
-36.75,53,113.100954
38.103675,68,114.585658
37.499338,33,115.02177
33.0,48,115.631824
37.696296,38,116.126879
38.383803,39,116.699764
41.251938,39,117.198793
44.785156,44,117.741924
46.931496,40,118.245958
46.386152,28,118.593765
34.683946,48,119.194353
40.165184,35,119.643363
41.478873,28,119.997409
33.0,40,120.518041
41.15664,43,121.92771
44.289236,29,122.306434
34.609023,45,122.859427
41.608365,28,123.209788
40.924172,33,123.630841
36.0,41,124.172554
41.810484,39,124.687927
42.0,21,124.929607
-34.01,70,125.895884
41.350963,42,126.494178
41.032983,32,126.926593
36.0,39,127.429724
32.268085,54,128.152419
39.0,31,129.183777
42.0,46,129.77314
35.714286,43,130.32478
-32.35,48,130.917065
42.815477,29,131.272361
42.0,24,131.59165
44.264286,34,132.011076
45.0,29,132.378148
34.469384,59,133.056921
43.49312,30,133.443351
35.139958,35,133.905765
41.022642,32,134.294142
35.305755,67,135.125182
44.522184,58,136.56426
43.646292,35,136.983517
43.053435,47,137.563382
39.0,32,137.969512
32.52381,47,138.547655
34.820113,40,139.064099
35.707581,38,139.548986
36.0,48,140.161721
44.951852,45,140.723878
35.557621,48,141.34392
36.0,55,142.023658
47.252747,18,142.23812
41.243843,40,143.380315
36.934307,32,143.804582
33.0,34,144.243536
35.329764,40,144.743483
40.845803,35,145.408886
34.920561,50,146.034703
43.676807,26,146.419526
43.364349,32,146.792628
35.490196,40,147.289095
38.063987,44,147.851913
40.670331,49,148.476388
46.074655,39,148.96085
44.037063,34,149.40366
35.949612,34,149.821459
43.842181,24,150.795681
41.390335,26,151.116468
47.242236,26,151.462695
34.74919,56,152.158998
38.939394,42,152.706946
38.216065,30,153.107335
38.848921,36,153.543781
35.582938,35,153.967624
41.610895,24,154.272561
38.105203,60,155.031595
41.307692,45,155.598459
40.360136,32,156.009342
32.826715,67,156.872511
41.448845,33,157.957588
47.966997,17,158.161481
32.21875,53,158.824332
46.02556,36,159.282049
37.840824,44,159.838361
43.716222,36,160.292284
44.528548,31,160.686237
35.073995,36,161.156556
38.687299,47,161.763132
41.814394,27,162.097224
40.438145,34,162.509841
36.0,80,163.477346
43.704439,35,163.918949
38.718487,29,164.903296
38.670498,34,165.341789
38.748322,32,165.744652
40.972151,54,166.451978
41.647287,42,166.995378
38.628545,49,167.613678
38.449829,91,169.022858
40.125153,45,169.610886
-34.52,54,170.365284
41.436991,25,170.680833
38.5,30,171.063837
35.065891,38,171.566266
-35.29,58,172.92879
44.58952,39,173.435338
44.122633,53,174.114184
43.813559,31,174.480661
38.503247,39,174.994104
38.345702,40,175.513998
35.037037,43,176.104721
47.178439,25,176.42991
43.275619,45,176.988344
44.016667,22,177.264516
43.635454,42,177.775018
38.65493,39,178.282059
35.085316,44,178.813441
44.526316,25,179.76829
43.995072,35,180.201898
41.297097,35,180.636199
38.104693,45,181.203224
44.745704,38,181.665875
38.23221,28,182.018118
44.043478,24,182.328124
40.437615,33,182.748481
44.804878,25,183.057236
35.093025,76,184.016756
41.27531,41,184.549842
41.244444,44,185.091526
41.859712,28,185.453408
37.578125,39,185.93002
46.958597,27,186.93958
38.428571,30,187.323053
32.756098,56,188.012607
44.232809,25,188.305977
38.425373,43,188.894063
31.881295,69,189.741141
41.172932,35,190.190442
37.61665,49,190.784842
44.332258,35,191.2243
41.020058,59,191.986663
44.710714,19,192.3803
46.688138,43,193.004971
-32.39,65,194.423207
37.749639,52,195.094949
-35.59,55,195.798778
41.470034,37,196.276598
44.126569,32,196.67803
-32.52,55,197.367096
32.05178,51,198.009686
44.525769,32,198.412047
38.220532,36,198.859515
37.71,44,199.43605
40.247472,38,199.909545
46.728332,17,200.123108
44.5,49,201.405371
41.658333,16,201.596833
41.893281,24,201.917499
38.253086,34,202.329351
35.78777,32,202.742111
38.053152,40,203.243167
40.687842,58,203.984984
32.822674,92,205.132545
47.307312,27,205.472971
44.51266,30,205.841031
39.0,49,206.454468
39.0,38,206.955863
44.678161,23,207.240659
38.214744,41,208.421221
38.360465,43,208.938427
36.0,38,209.405715
38.047619,32,209.821547
35.122677,57,210.756574
47.092253,27,211.100719
42.888805,31,211.480239
41.952727,40,211.96972
41.228704,34,212.443398
38.754967,40,212.940402
-32.02,43,213.474471
35.891026,32,213.883679
40.28077,44,214.433353
35.112585,49,215.731327
38.158987,56,216.630775
37.533074,36,217.111632
42.0,35,217.564588
41.044828,26,217.888759
42.0,24,218.207316
42.0,31,218.610117
37.891495,36,219.039142
38.819315,32,219.466392
43.236576,28,219.815397
41.520599,28,220.166571
38.901141,49,220.780506
35.708333,34,221.21182
41.750973,20,221.465923
39.36512,37,221.937334
43.77159,26,222.927608
39.0,28,223.26913
38.707692,35,223.716767
35.119403,40,224.241374
35.788462,48,224.882073
38.602132,52,225.521971
32.702206,43,226.060328
41.271127,29,226.440208
38.226377,34,226.87874
40.952156,27,227.210345
40.954386,24,227.528241
33.0,42,228.043676
44.641379,42,228.549852
38.5,20,228.80186
38.184494,28,229.1549
38.366211,60,230.538337
39.738309,27,230.892249
41.95572,49,231.518162
40.877743,37,231.973103
38.515005,37,232.442151
38.116197,34,232.884867
41.39485,34,233.347622
44.660517,28,233.658348
40.794702,32,234.075345
41.764535,27,234.459435
-32.84,41,234.98722
42.806054,33,235.387802
45.0,30,235.775055
42.418566,85,237.493753
41.689441,23,237.795496
44.740157,30,238.186572
38.529851,53,238.850429
38.298798,40,239.525014
40.435513,34,240.013157
35.170569,40,240.496178
39.0,32,240.900877
46.646603,28,241.805619
34.723577,36,242.253083
38.521077,39,242.749737
-32.66,59,243.480399
42.972738,39,243.98904
47.554422,21,244.252896
42.0,32,245.303053
32.423358,39,245.814634
41.128987,33,246.217307
36.0,39,246.723859
44.703864,30,247.124518
46.479181,34,247.564682
43.439046,32,247.952228
38.537037,31,248.345962
45.4913,28,248.71334
42.0,33,249.145484
40.968627,39,249.636981
-32.53,39,250.137844
43.43821,35,250.559256
35.137143,29,250.981476
41.184543,28,251.331061
44.706551,23,251.626361
38.991968,36,252.769096
41.39738,37,253.253209
41.268085,42,253.78612
-31.68,50,254.447216
41.439815,41,254.98181
44.725352,21,255.248254
35.168776,59,256.007193
40.651399,43,256.534153
43.211819,38,257.038481
44.399816,41,257.574236
-32.86,56,258.268686
47.12,24,258.566154
41.937888,45,259.769601
