#{"t_start": 1785939423.003495, "env_id": "poke-env-v0"}
r,l,t
-30.0,22,2.307328
-30.0,20,2.581585
-30.0,27,2.966517
-30.0,28,3.382712
-30.0,20,3.655501
-30.0,42,4.256325
-30.0,18,4.516043
-30.0,18,4.754588
-30.0,26,5.109072
-30.0,23,5.433298
-30.0,18,5.687722
-30.0,28,6.323373
-30.0,28,6.758531
-30.0,15,6.979516
-30.0,47,7.626491
-30.0,46,8.298037
-30.0,26,8.647498
-30.0,42,9.223534
-30.0,25,10.291946
-30.0,27,10.666473
-30.0,23,10.976476
-30.0,31,11.412272
-30.0,19,11.66973
-30.0,20,11.949751
-30.0,24,12.288832
-30.0,41,12.867011
-30.0,20,13.145398
-30.0,38,13.686652
-30.0,33,14.141069
-30.0,29,14.544871
-30.0,27,14.923072
-30.0,20,15.211014
-30.0,38,15.737993
-30.0,35,16.254508
-30.0,43,17.528056
-30.0,41,18.863415
-30.0,23,19.251395
-30.0,26,19.609719
-30.0,33,20.065614
-30.0,30,20.600895
-30.0,21,20.900697
-30.0,28,21.291517
-30.0,33,21.93794
-30.0,34,22.393003
-30.0,49,23.072141
-30.0,36,23.580074
-30.0,38,24.091428
-30.0,25,24.427521
-30.0,20,24.704239
-30.0,43,25.291152
-30.0,25,25.646557
-30.0,20,26.109767
-30.0,72,27.826995
-30.0,50,28.76871
-30.0,43,29.357049
-30.0,35,29.859959
-30.0,29,30.271464
-30.0,27,30.649037
-30.0,29,31.066771
-30.0,18,31.321925
-30.0,41,31.87986
-30.0,25,32.235781
-30.0,30,32.671641
-30.0,34,33.459882
-30.0,21,33.743
-30.0,32,34.199331
-30.0,31,34.63342
-30.0,27,35.715585
-30.0,26,36.081296
-30.0,29,36.469588
-30.0,20,36.750172
-30.0,19,37.005764
-30.0,22,37.305551
-30.0,29,37.718617
-30.0,32,38.382763
-30.0,26,38.732483
-30.0,42,39.311337
-30.0,24,39.666888
-30.0,27,40.029643
-30.0,30,40.454524
30.0,49,41.137739
-30.0,36,41.666445
-30.0,31,42.112734
-30.0,30,42.529963
-30.0,31,42.990193
-30.0,27,44.109594
-30.0,22,44.428452
-30.0,28,44.826894
-30.0,24,45.166945
-30.0,27,45.552432
-30.0,43,46.169454
-30.0,25,46.526457
-30.0,34,47.003847
-30.0,18,47.256027
-30.0,25,47.617479
30.0,26,47.989599
-30.0,33,48.469342
-30.0,47,49.165015
-30.0,19,49.423269
-30.0,22,49.730708
-30.0,28,50.112304
-30.0,34,50.590616
-30.0,34,51.743265
-30.0,32,52.187265
-30.0,35,52.657755
-30.0,33,53.096895
-30.0,22,53.406446
-30.0,23,53.734249
-30.0,43,54.337657
-30.0,33,54.769438
-30.0,29,55.160371
-30.0,29,55.572846
-30.0,42,56.184374
-30.0,25,56.575968
-30.0,26,56.931303
-30.0,49,57.6388
-30.0,23,58.087078
-30.0,32,58.716998
-30.0,33,59.178429
-30.0,35,60.43129
-30.0,25,60.793637
-30.0,19,61.07955
-30.0,47,61.795238
-30.0,22,62.137753
-30.0,33,62.624946
30.0,33,63.135888
-30.0,29,63.559546
-30.0,25,63.91815
-30.0,25,64.282343
-30.0,17,64.525985
-30.0,17,64.776793
-30.0,23,65.10328
-30.0,33,65.595056
30.0,40,66.149457
-30.0,24,66.508202
-30.0,42,67.098432
-30.0,25,68.1844
-30.0,30,68.602893
-30.0,25,68.975965
-30.0,26,69.357958
-30.0,42,69.998366
-30.0,26,70.346815
-30.0,39,70.924299
-30.0,29,71.331282
-30.0,25,71.673937
-30.0,23,71.99133
-30.0,38,72.535331
-30.0,40,73.09539
-30.0,25,73.447917
-30.0,31,73.898042
-30.0,22,74.207795
-30.0,27,74.581909
30.0,40,75.155725
-30.0,39,76.449176
-30.0,44,77.036042
-30.0,36,77.561026
-30.0,26,77.91936
-30.0,25,78.288372
-30.0,28,78.696345
-30.0,24,79.02941
-30.0,25,79.357322
-30.0,35,79.866688
-30.0,37,80.390342
-30.0,30,80.818115
-30.0,21,81.122924
-30.0,25,81.469726
-30.0,18,81.73186
-30.0,24,82.119593
-30.0,18,82.367779
-30.0,21,82.654305
-30.0,28,83.030249
-30.0,32,84.239494
-30.0,34,84.94796
-30.0,25,85.38201
-30.0,57,86.158965
-30.0,30,86.608391
-30.0,31,87.049534
-30.0,25,87.412695
-30.0,22,87.729826
-30.0,31,88.181047
-30.0,30,88.596466
-30.0,30,89.016492
-30.0,33,89.48354
-30.0,25,89.833268
-30.0,25,90.207659
-30.0,19,90.46701
-30.0,27,90.858902
-30.0,33,91.324057
-30.0,42,92.680849
-30.0,35,93.220125
-30.0,36,93.776271
-30.0,27,94.213557
-30.0,22,94.53036
-30.0,17,94.784191
-30.0,30,95.191015
-30.0,31,95.639035
-30.0,24,95.981972
-30.0,27,96.378104
-30.0,36,96.896269
-30.0,16,97.130231
-30.0,24,97.497105
-30.0,24,97.835477
-30.0,22,98.128659
-30.0,30,98.543208
-30.0,23,98.884079
-30.0,34,99.372058
-30.0,42,99.975811
-30.0,24,101.069272
-30.0,37,101.61438
-30.0,33,102.086442
-30.0,22,102.386942
-30.0,40,102.97371
-30.0,22,103.291484
-30.0,29,103.712401
-30.0,25,104.065147
-30.0,18,104.324992
-30.0,40,104.889342
-30.0,32,105.367505
-30.0,22,105.689375
-30.0,21,106.015205
-30.0,30,106.447697
