#{"t_start": 1789619894.7270472, "env_id": "poke-env-v0"}
r,l,t
-42.0,30,5.878838
-38.3,48,7.00032
-41.94,29,7.556665
-40.58,28,8.101159
-35.95,39,8.792249
-41.52,24,9.233377
-42.0,23,9.602371
-40.74,25,9.9634
-41.51,18,10.213525
-46.04,19,10.481654
-44.4,23,10.782944
-41.74,28,11.14047
-42.0,20,11.383696
-44.31,38,11.908695
-42.0,35,12.3189
-43.34,28,12.627279
-35.82,27,12.981947
-41.32,22,13.22575
-43.52,24,16.972633
-44.22,22,17.527106
-45.0,22,17.899561
-44.37,25,18.645874
-43.66,20,19.022535
-38.75,35,19.576762
-38.65,31,19.98632
-38.46,47,20.620263
-43.73,21,20.895026
-40.79,127,23.170895
-38.69,33,23.74138
-42.0,29,24.222311
-44.81,17,24.545527
-44.12,18,24.814185
-47.47,27,25.325377
-35.07,27,27.638488
-41.12,38,28.163591
-41.21,30,28.952562
-41.8,28,29.570877
-37.66,40,30.586775
-40.19,31,31.13201
-44.32,26,31.559412
-36.0,26,31.958101
-45.0,29,32.422412
-35.41,23,32.785282
-44.31,57,33.704373
-44.43,26,34.153267
-43.27,26,34.576224
-38.77,30,35.053138
-39.0,30,35.543683
-45.0,32,36.087558
-44.96,23,36.440924
-39.0,32,38.699817
-41.68,44,39.315619
-37.74,29,39.816785
-43.47,28,40.175803
-45.89,20,40.511823
-41.7,26,40.977732
-41.81,32,41.50742
32.538813,36,42.085894
-44.59,23,42.482438
-37.58,32,42.976103
-38.84,28,43.389773
-44.71,23,43.766554
-44.7,25,44.180292
-42.0,23,44.536397
-39.0,31,45.003824
-41.94,27,45.432415
-44.12,22,45.800228
-43.97,29,46.301196
-44.23,25,48.69542
-47.66,29,49.108573
-38.42,23,49.415033
-43.6,29,49.798064
-44.5,33,50.475919
-41.95,22,50.958533
-44.41,55,52.204801
-38.53,28,52.826994
-39.0,28,53.358772
-41.88,21,53.839819
-41.49,28,54.530718
-47.99,40,55.539917
-41.8,32,56.231547
-43.93,29,56.715189
-41.71,25,57.21629
-42.0,26,57.603517
-38.1,42,58.317798
-42.0,29,61.162423
-38.16,34,61.759538
-32.86,44,62.45553
-42.0,35,63.060431
32.134328,30,63.647311
-38.68,28,64.153528
-40.6,24,64.605795
-32.64,34,65.275481
-35.88,39,66.055124
-41.69,32,66.654257
-39.0,21,67.061113
-32.88,36,67.707761
-44.34,23,68.12162
-40.47,30,68.614442
-43.76,20,68.940442
-44.68,26,69.361727
-46.13,24,69.763325
-42.0,23,72.451809
-41.23,29,72.913042
-38.8,29,73.409438
-38.25,36,74.165829
-38.91,40,74.836761
-36.0,33,75.445798
-33.0,42,76.367839
-38.58,27,76.933348
-44.22,35,77.617064
-41.79,26,78.104597
-44.28,34,78.751189
-38.93,29,79.410401
-38.86,27,79.864275
-42.0,26,80.299729
-44.52,28,80.806903
-40.94,27,81.287904
-47.45,22,81.649595
-39.8,24,84.362712
-34.58,32,84.872834
-41.77,34,85.433178
-42.0,21,85.781545
-41.57,30,86.260288
-37.64,44,86.947548
-44.03,26,87.462763
-35.95,36,88.145774
-41.79,37,88.855744
-32.03,36,89.512244
-38.34,27,90.01312
-44.68,20,90.406908
-41.94,24,90.83975
33.0,39,91.403919
-37.68,29,91.905989
-38.2,39,92.579442
-38.76,20,92.967763
-40.14,26,95.915953
-44.88,40,96.651945
-38.22,25,97.077782
-38.5,28,97.569924
-41.68,22,97.901552
-35.5,49,98.656438
-43.77,25,99.104507
-35.04,33,99.759027
-39.0,27,100.285485
-41.38,26,100.818261
-42.0,24,101.265426
-38.5,32,101.857321
-44.34,30,102.404965
32.957854,30,102.907093
-39.0,22,103.298142
-40.9,23,103.671363
-38.31,35,104.280879
-41.07,26,107.054196
-39.81,30,107.591743
-44.3,28,107.918103
-35.44,26,108.381634
-38.83,29,108.841202
-44.88,28,109.370061
-38.14,29,109.816397
-42.0,21,110.166984
-36.0,25,110.597532
-41.04,35,111.304769
-41.69,25,111.806
-38.45,23,112.283673
-41.01,26,112.760227
-38.88,34,113.415943
34.364515,34,114.056278
-41.07,25,114.485884
-37.99,30,114.9906
-42.0,30,115.474726
-47.2,25,115.907573
-38.13,27,118.606979
41.612245,22,119.01068
-44.14,19,119.395211
-43.51,40,120.30274
33.0,33,120.833549
-44.55,33,121.369536
-35.87,32,121.895064
-41.47,20,122.231503
35.95202,35,122.887525
-41.78,26,123.384355
-38.33,35,124.093225
-36.0,36,124.805414
38.199301,34,125.421971
-36.0,32,125.947805
-37.76,55,126.835857
-38.21,57,130.022999
-41.42,20,130.409975
-35.39,29,130.98451
-41.12,21,131.336179
32.571429,57,132.229729
-36.0,26,132.669778
-34.65,35,133.278446
-40.74,54,134.384205
-37.56,33,135.089815
-38.11,25,135.575006
-40.1,30,136.142517
-38.03,27,136.621856
-38.52,35,137.21008
-41.26,24,137.609303
-41.76,18,137.911236
-35.01,32,138.415892
-38.81,30,141.179503
-38.42,39,141.958297
-35.23,37,142.741796
-31.91,45,143.627131
-35.42,32,144.203223
-43.25,32,144.841181
-44.09,22,145.222972
-44.34,14,145.47532
-38.47,29,146.034946
-41.6,29,146.67286
-40.54,21,147.188582
-41.15,25,147.801934
-41.26,22,148.334188
-39.0,20,148.756688
-35.52,88,150.111501
-41.58,24,150.490779
-33.0,33,153.497848
-34.52,33,154.103425
-44.25,21,154.486231
-38.91,21,154.895594
-43.74,19,155.390249
-36.0,30,155.92543
-35.67,40,156.617237
-35.81,33,157.239723
-35.9,38,157.861435
-42.0,32,158.586352
-38.21,30,159.119117
34.530321,43,159.91261
-41.05,35,160.471174
-39.0,27,160.894432
32.158301,39,161.526352
-38.39,28,161.979881
-38.38,27,162.441193
33.0,37,165.490569
-41.11,23,165.838377
-38.18,32,166.408224
-44.37,21,166.811613
-35.94,39,167.469343
-37.77,23,167.844126
-38.66,27,168.295009
-35.81,28,168.796469
-37.65,41,169.527874
-32.26,35,170.167763
-39.0,30,170.702742
-38.72,33,171.326019
-41.47,33,171.865167
-39.0,21,172.214571
-40.84,19,172.530513
-41.27,31,173.015029
-32.66,56,176.152923
-41.2,25,176.622988
-35.29,26,177.111966
-38.76,28,177.516753
-32.25,54,178.465803
-38.54,22,178.861335
-39.0,23,179.264198
-44.01,23,179.661776
-44.31,29,180.147896
-35.52,25,180.799281
-41.51,30,181.490111
-46.23,17,181.860494
-33.0,36,182.725694
-42.0,33,183.597195
-35.4,28,184.188813
-38.72,45,185.122538
-40.75,27,185.595512
-37.66,26,186.005812
-36.83,21,188.531402
-38.93,89,190.150012
-36.0,31,190.739125
-35.88,59,191.799889
-38.11,25,192.192739
-42.0,23,192.541885
-35.73,27,193.028237
-38.44,28,193.500669
-38.87,26,193.923337
-38.42,24,194.297155
-36.0,26,194.749348
-31.73,35,195.748651
-42.0,25,196.160333
-40.58,26,196.551086
-39.0,37,197.109047
-32.88,29,199.681396
-39.0,22,200.061621
-38.53,26,200.520711
-38.36,29,201.03442
-35.6,30,201.663284
-40.77,26,202.180223
30.0,35,202.854473
-38.07,31,203.372659
-35.65,25,203.714625
-35.49,27,204.087867
-38.41,23,204.432884
-41.65,21,204.83399
-38.59,29,205.466404
-47.82,19,205.906759
-38.29,23,206.278626
-32.13,27,206.698205
-41.41,27,207.069172
-38.35,30,207.484155
-42.0,23,207.782697
-41.39,21,208.096378
-41.3,18,210.457588
-41.08,23,210.897595
-36.0,23,211.303939
-44.14,31,211.848208
-36.0,20,212.186229
-37.89,26,212.630942
-42.0,31,213.12728
-39.0,28,213.569324
-38.1,30,214.005085
37.943442,27,214.368096
-35.65,21,214.651188
35.949324,30,215.075141
-39.0,27,215.473446
-36.0,23,215.837821
-37.76,38,216.584038
-41.62,19,216.930285
-38.48,26,217.339217
-38.19,31,217.843109
-45.0,20,218.16539
-38.13,23,218.529178
-37.91,39,221.602628
-45.0,37,222.284191
-40.91,26,222.7632
-35.5,22,223.232578
-42.0,29,223.737144
-32.15,31,224.299938
-35.51,28,224.828939
-38.2,30,225.396981
35.893536,25,225.799692
-32.39,41,226.462803
-41.88,78,228.232195
-35.58,30,228.821378
-33.0,30,229.318452
-40.95,35,229.904516
-41.68,28,230.356423
-35.06,33,233.147799
-32.29,25,233.621599
-43.81,22,234.009742
-35.18,32,234.788805
-35.39,55,235.755147
-34.66,34,236.371454
-40.65,20,236.693961
-32.9,35,237.223222
-32.86,33,237.699002
-33.0,32,238.26869
-38.44,29,238.784133
-41.43,27,239.25451
-32.51,40,239.920823
-35.81,32,240.425656
35.216667,29,240.869827
-37.86,27,241.287916
-38.05,21,243.771719
-35.55,34,244.355115
-43.89,24,244.765991
-40.52,25,245.188188
32.329545,30,246.149662
32.219331,32,246.613272
-32.38,35,247.262795
-38.64,37,247.840316
-32.83,29,248.245839
-38.91,25,248.652533
31.555556,37,249.385016
-35.14,26,249.8313
44.122984,22,250.208473
-45.0,18,250.513238
-35.04,27,250.917055
-41.55,25,251.288327
-44.06,19,251.566836
32.59375,36,252.082209
-39.0,34,254.675726
-42.0,25,255.087651
-39.0,24,255.504292
-38.62,26,255.948377
-38.99,20,256.290362
-41.24,18,256.632138
-35.3,29,257.029293
-37.48,31,257.499693
-41.01,24,257.819114
-38.24,28,258.22792
-32.51,36,258.77824
-43.26,24,259.164658
34.654712,46,259.993784
-39.0,25,260.431127
-41.91,25,260.929223
-41.29,21,261.310856
35.777003,39,261.871734
40.518044,29,262.404886
-35.16,27,262.917031
-32.32,24,265.908397
-35.38,40,266.616292
-38.51,24,267.032516
-41.07,37,267.799772
-39.0,28,268.368029
-39.0,52,269.144967
-38.57,26,269.565235
-32.49,31,270.050867
-44.49,24,270.430995
-32.71,38,271.119987
-41.9,19,271.448329
-41.42,30,272.036547
-35.78,29,272.509869
-43.76,33,273.004811
34.89749,34,273.505061
-40.14,28,273.923449
-39.0,28,276.425058
