#{"t_start": 1785941150.6675496, "env_id": "poke-env-v0"}
r,l,t
35.221613,71,3.059759
-32.98,44,3.636985
-43.21,44,4.197165
-38.14,63,4.988968
-38.78,33,5.41026
-36.0,44,5.945278
43.177799,35,6.389433
-41.84,22,6.679222
-35.91,38,7.171459
-37.39,56,7.857557
-41.81,26,8.203548
-46.9,13,8.377373
-32.69,69,9.881544
-38.2,32,10.287129
-40.86,29,10.693157
-33.91,123,12.286295
-44.68,25,12.623433
-46.25,26,12.955865
-36.21,64,13.757959
-35.16,44,14.316266
-41.15,23,14.61653
-30.0,51,15.257748
-32.23,69,16.838745
-39.0,33,17.26391
40.486527,38,17.75481
-47.32,17,17.979919
34.619063,43,18.533094
-39.89,60,19.289289
-39.0,25,19.606335
-38.74,27,19.958511
-37.0,81,21.02912
-39.0,34,21.4648
-39.0,28,21.882231
-34.18,69,22.80935
-38.8,30,23.188236
-42.0,24,24.199107
-32.23,60,24.952684
32.281139,46,25.559779
-39.0,26,25.884258
37.811611,70,26.77179
32.242038,36,27.229707
-38.84,28,27.611457
40.570409,28,28.286977
-35.69,68,29.17375
-47.74,16,29.374996
35.194686,107,30.749594
-35.36,27,31.753186
-41.68,26,32.110006
-32.26,37,32.595991
32.887372,43,33.148532
-45.0,27,33.507911
34.570826,46,34.104247
-39.73,72,35.215548
-43.84,25,35.558924
33.671959,53,36.234264
-41.53,26,36.560422
-38.31,33,37.009362
-34.17,65,37.865028
-36.0,33,38.278802
-35.37,29,39.361266
37.763671,54,40.083507
-36.0,38,40.572947
-43.78,36,41.050253
40.362864,53,41.740864
-38.64,33,42.166979
-35.79,40,42.702665
41.108519,40,43.206673
-38.46,34,43.632766
-41.19,25,43.956972
-32.49,78,44.972104
-32.59,41,45.520666
-38.84,29,46.599877
35.776978,59,47.35551
-42.0,23,47.655404
32.822134,40,48.172385
46.335026,38,48.636966
-35.28,32,49.04266
-38.87,31,49.435172
36.884392,54,50.132896
-32.31,39,50.638404
-41.33,25,50.963208
35.774738,38,51.488183
-32.68,53,52.149158
-32.22,27,52.504397
-32.6,53,54.128631
32.203422,60,54.890105
-44.64,17,55.120864
43.615114,35,55.585865
-35.38,34,56.01498
-31.78,78,57.254477
41.233526,52,57.974874
-35.38,58,58.778103
-41.94,26,59.151679
-34.21,44,59.737023
-35.32,36,60.212291
-43.36,22,60.516728
37.234812,44,61.793776
-33.0,36,62.273561
-32.23,33,62.724115
37.637316,35,63.201056
-38.48,33,63.633327
-41.04,23,63.943065
40.795199,62,64.760883
-32.12,56,65.506538
-38.59,31,65.943178
37.837879,39,66.462561
-32.42,38,66.956549
-43.63,22,67.255605
36.514605,94,68.786433
-32.84,38,69.930457
-35.82,36,70.413515
38.061388,40,70.93427
-35.18,31,71.344611
-44.66,22,71.655074
33.0,62,72.43661
37.149974,32,72.846307
-35.74,23,73.156397
-32.58,57,73.882359
-32.49,49,74.558147
-41.67,30,75.022439
38.305668,41,75.543192
40.273115,31,76.073419
-41.7,27,76.482162
35.438598,45,77.870832
-34.37,27,78.270605
-32.76,35,78.876792
-35.29,50,79.591814
34.551033,33,80.517228
-42.0,29,80.966973
43.100126,36,81.503371
35.489712,40,82.122426
-38.73,29,82.510472
-32.61,91,83.726197
34.824646,39,84.442725
-44.41,28,84.81942
39.909679,35,85.984936
-38.05,37,86.467773
-38.79,42,87.034443
35.346661,94,88.315464
-38.08,35,88.806615
-34.51,35,89.278104
44.109272,59,90.026995
32.430556,35,90.508312
32.77635,43,91.061011
38.600279,44,91.63382
-37.64,47,92.241866
-38.25,28,92.612037
43.216963,43,93.806623
38.903475,22,94.093315
-44.06,21,94.348242
-32.42,45,95.310993
-32.18,37,95.780154
-41.83,20,96.050461
41.3749,32,96.457899
-32.02,37,96.931078
-38.36,25,97.238301
35.857664,56,97.962859
-38.13,28,98.332386
-33.0,38,98.809199
46.475528,25,99.105272
-32.91,36,99.56631
-41.19,27,99.920517
44.484766,32,100.978778
37.543905,44,101.5552
-36.0,29,101.921871
-32.65,80,102.951477
-40.69,25,103.263398
-41.78,23,103.596881
34.760906,43,104.150418
34.527427,25,104.436338
-45.0,18,104.674245
40.277377,33,105.357883
-38.52,29,105.744414
-38.93,22,106.01731
-36.0,42,106.561061
-35.67,44,107.238493
-44.02,27,107.58994
44.164187,69,109.133873
-41.88,26,109.474581
32.583333,46,110.047878
44.048988,31,110.443264
32.174757,43,110.99855
-41.18,34,111.496622
40.973218,38,112.004787
-35.56,27,112.343691
-44.88,24,112.637387
40.079203,42,113.174351
32.422969,39,113.689883
-41.0,30,114.079085
38.945017,52,114.751524
-31.83,31,115.13601
-36.0,31,116.172424
37.716743,40,116.706433
-32.11,40,117.234057
-39.0,22,117.512077
35.185286,39,118.015864
-42.0,25,118.345599
-38.71,32,118.757267
42.841602,56,119.566502
-35.33,30,119.952739
-33.0,34,120.38547
-32.96,62,121.179386
-41.16,32,121.610525
-35.02,31,122.007307
41.156187,37,122.487355
-38.76,54,123.869806
-33.0,43,124.404444
32.543919,49,125.036814
-33.0,40,125.55384
-38.55,20,125.813626
-40.49,72,126.74619
-41.7,22,127.037501
-32.91,48,127.657955
-31.93,48,128.305817
-33.0,41,128.841561
-35.64,34,129.609955
41.7968,26,129.947358
-35.58,37,131.128356
-35.27,26,131.445231
38.037383,48,132.069921
-32.51,34,132.495903
-33.0,85,133.588595
-33.0,85,134.721878
-32.06,28,135.068904
-40.72,28,135.422656
39.956153,32,135.857813
37.438052,32,136.26219
-38.0,27,136.607736
39.0,42,137.168001
-38.2,29,138.185419
-38.6,28,138.56879
38.203782,31,138.955863
-42.0,15,139.152334
-41.61,24,139.484216
42.738919,44,140.062873
45.056345,30,140.437356
-35.71,35,140.870722
43.773777,50,141.499821
-32.91,65,142.376134
35.090909,25,142.690634
32.763838,40,143.217725
-32.25,33,143.631391
-38.49,24,143.94067
38.205426,56,144.690316
-32.81,35,145.810052
-41.68,24,146.123542
-34.69,38,146.619464
32.170139,60,147.374486
-36.0,34,147.828294
39.098987,44,148.389143
-33.0,31,148.789116
-38.19,27,149.164417
44.129197,23,149.454417
-41.79,24,149.789274
