turn,own_hp,opp_hp,n_legal_switch,n_legal_move,p_switch,p_attack,top_action,top_is_switch,top_prob,margin,value,cf_fullhp_top,cf_flips
1,1.0,1.0,5,8,0.0073,0.9927,8,0,0.5564,0.2995,16.361,8,0
27,0.873,1.0,2,4,0.0648,0.9352,9,0,0.6073,0.3383,-33.53,9,0
18,1.0,0.85,1,4,0.03,0.97,8,0,0.465,0.1964,-1.685,8,0
17,0.399,0.94,0,4,0.0,1.0,7,0,0.8038,0.6772,-11.735,7,0
37,1.0,1.0,3,4,0.0,1.0,7,0,1.0,1.0,37.533,7,0
14,1.0,0.77,1,4,0.4097,0.5903,1,1,0.4097,0.1941,-8.786,1,0
12,0.226,1.0,4,4,0.0,1.0,9,0,1.0,1.0,22.663,9,0
23,0.167,0.25,1,4,0.1238,0.8762,8,0,0.3661,0.1635,-5.561,8,0
3,0.0,1.0,5,0,1.0,0.0,1,1,0.8929,0.8083,7.366,1,0
21,0.205,0.06,0,4,0.0,1.0,7,0,0.8596,0.7646,-18.967,7,0
2,0.725,0.63,5,8,0.0,1.0,25,0,0.5382,0.1151,18.403,24,1
28,0.815,1.0,2,4,0.0651,0.9349,9,0,0.5903,0.3018,-33.677,9,0
19,1.0,0.91,1,4,0.0306,0.9694,8,0,0.4638,0.1947,-1.99,8,0
37,0.0,1.0,3,0,1.0,0.0,2,1,0.6515,0.4024,37.796,2,0
4,1.0,1.0,4,4,0.4376,0.5624,9,0,0.2247,0.0536,10.013,9,0
15,0.272,0.77,1,4,0.263,0.737,6,0,0.4373,0.1742,-8.364,6,0
12,0.0,0.49,4,0,1.0,0.0,3,1,0.9862,0.9728,32.847,3,0
23,0.0,0.18,1,0,1.0,0.0,3,1,1.0,1.0,-5.439,3,0
1,1.0,1.0,5,8,0.1433,0.8567,22,0,0.2852,0.0697,-1.087,22,0
2,0.0,0.57,5,0,1.0,0.0,3,1,0.6967,0.4424,27.278,1,1
22,0.067,0.06,0,4,0.0,1.0,7,0,0.8401,0.7195,-18.805,7,0
29,0.771,1.0,2,4,0.0649,0.9351,9,0,0.5795,0.2781,-33.787,9,0
20,1.0,0.97,1,4,0.0313,0.9687,8,0,0.4631,0.194,-2.273,8,0
38,1.0,1.0,2,4,0.0,1.0,7,0,1.0,0.9999,38.866,7,0
5,0.348,0.56,4,4,0.2876,0.7124,7,0,0.4142,0.2717,9.149,7,0
13,1.0,0.49,3,4,0.0,1.0,7,0,0.9984,0.9975,39.471,7,0
24,1.0,0.18,0,4,0.0,1.0,6,0,0.3097,0.0184,-7.214,6,0
15,0.0,0.71,1,0,1.0,0.0,2,1,1.0,1.0,-4.395,2,0
3,1.0,0.57,4,4,0.1328,0.8672,9,0,0.7379,0.6601,19.405,9,0
30,0.729,1.0,2,4,0.0646,0.9354,9,0,0.5706,0.2583,-33.903,9,0
21,1.0,1.0,1,4,0.0348,0.9652,8,0,0.4623,0.2104,-2.548,8,0
1,1.0,1.0,5,8,0.0,1.0,25,0,0.9979,0.9959,6.533,25,0
39,0.66,0.83,2,4,0.0,1.0,7,0,0.9998,0.9996,37.69,7,0
16,1.0,0.71,0,4,0.0,1.0,7,0,0.3528,0.0293,-6.887,7,0
5,0.0,0.56,4,0,1.0,0.0,0,1,0.7546,0.6405,6.604,0,0
2,0.853,0.53,5,4,0.2104,0.7896,9,0,0.3757,0.1105,10.104,9,0
31,0.688,1.0,2,3,0.1324,0.8676,7,0,0.6719,0.5065,-30.729,7,0
22,1.0,1.0,1,4,0.0326,0.9674,8,0,0.4801,0.2562,-4.094,8,0
1,0.0,0.17,5,0,1.0,0.0,3,1,0.6889,0.5203,10.336,1,1
40,0.332,0.59,2,4,0.0,1.0,7,0,0.9979,0.9959,36.773,7,0
6,0.351,0.56,3,4,0.4455,0.5545,3,1,0.3507,0.0467,1.992,7,1
3,0.371,0.28,5,4,0.4285,0.5715,4,1,0.2695,0.0338,9.713,9,1
17,0.364,0.71,0,4,0.0,1.0,9,0,0.356,0.0024,-13.266,9,0
4,0.9,1.0,4,4,0.2082,0.7918,9,0,0.6638,0.5312,18.132,9,0
14,0.264,1.0,3,4,0.0,1.0,7,0,0.985,0.9735,39.011,7,0
25,0.901,0.76,0,4,0.0,1.0,7,0,0.5,0.2586,-7.802,7,0
23,1.0,1.0,1,4,0.0328,0.9672,8,0,0.4788,0.2535,-4.227,8,0
2,1.0,0.17,4,4,0.1461,0.8539,6,0,0.4579,0.2907,11.336,6,0
41,0.012,0.42,2,4,0.0001,0.9999,7,0,0.9755,0.9512,35.422,7,0
4,0.542,0.28,5,4,0.1086,0.8914,6,0,0.6872,0.5839,5.832,6,0
7,1.0,1.0,3,4,0.1179,0.8821,8,0,0.5588,0.3648,11.687,8,0
5,0.179,0.53,4,4,0.2768,0.7232,9,0,0.3649,0.1763,18.65,9,0
18,0.266,0.07,0,4,0.0,1.0,7,0,0.4363,0.149,-14.318,7,0
14,0.0,0.9,3,0,1.0,0.0,2,1,0.9956,0.9925,36.833,2,0
32,0.246,0.88,2,3,0.133,0.867,8,0,0.6143,0.399,-22.727,8,0
26,0.232,0.66,0,4,0.0,1.0,6,0,0.4376,0.0408,-9.303,6,0
24,1.0,1.0,1,4,0.0296,0.9704,8,0,0.4709,0.2276,-3.236,8,0
3,0.181,0.1,4,4,0.3416,0.6584,8,0,0.3707,0.1367,11.265,6,1
41,0.0,0.31,2,0,1.0,0.0,5,1,0.7093,0.4186,38.401,5,0
15,1.0,0.9,2,4,0.0,1.0,6,0,0.8155,0.631,46.347,6,0
5,0.214,0.16,5,4,0.1064,0.8936,6,0,0.6708,0.4985,4.414,6,0
8,0.927,0.29,3,4,0.0526,0.9474,8,0,0.504,0.1517,17.219,8,0
5,0.0,0.44,4,0,1.0,0.0,5,1,0.4026,0.1506,25.016,2,1
32,0.0,0.94,2,0,1.0,0.0,3,1,0.7761,0.5522,-22.496,3,0
42,0.476,0.31,1,4,0.0027,0.9973,7,0,0.9252,0.8549,37.185,7,0
25,1.0,1.0,1,4,0.0332,0.9668,8,0,0.4765,0.2481,-4.495,8,0
4,0.242,1.0,4,4,0.6623,0.3377,4,1,0.2564,0.0912,5.8,4,0
1,1.0,1.0,5,8,0.1833,0.8167,25,0,0.4153,0.0903,4.63,25,0
6,1.0,0.44,3,4,0.0083,0.9917,9,0,0.9696,0.9485,20.535,9,0
33,0.309,0.94,1,4,0.0526,0.9474,8,0,0.5652,0.4323,-30.209,8,0
5,0.0,0.16,5,0,1.0,0.0,1,1,0.792,0.7093,4.396,2,1
15,0.0,0.55,2,0,1.0,0.0,5,1,0.9769,0.9539,37.545,5,0
26,1.0,1.0,1,4,0.0334,0.9666,8,0,0.4753,0.2455,-4.63,8,0
5,0.783,1.0,4,4,0.0037,0.9963,9,0,0.7566,0.5172,9.313,9,0
42,0.229,0.0,1,0,1.0,0.0,4,1,1.0,1.0,39.48,4,0
9,0.475,1.0,3,4,0.1922,0.8078,6,0,0.4461,0.1532,8.013,9,1
2,0.534,0.46,5,4,0.3461,0.6539,3,1,0.282,0.0284,-2.234,9,1
1,1.0,1.0,5,8,0.0001,0.9999,8,0,0.8987,0.8354,28.292,8,0
16,1.0,0.55,1,4,0.0,1.0,9,0,1.0,1.0,36.275,9,0
33,0.0,1.0,1,0,1.0,0.0,2,1,1.0,1.0,-33.896,2,0
6,1.0,0.16,4,4,0.2244,0.7756,9,0,0.3077,0.1435,3.904,9,0
27,1.0,1.0,1,4,0.0301,0.9699,8,0,0.4676,0.2251,-3.609,8,0
6,0.783,0.89,4,4,0.4274,0.5726,6,0,0.4676,0.1749,7.518,6,0
9,0.0,0.66,3,0,1.0,0.0,0,1,0.905,0.8422,2.676,0,0
34,0.579,1.0,0,4,0.0,1.0,8,0,0.6211,0.3856,-31.29,8,0
3,0.561,0.46,5,4,0.0065,0.9935,6,0,0.7794,0.5708,-0.987,6,0
2,0.237,0.47,5,8,0.011,0.989,24,0,0.4065,0.1177,26.68,8,1
7,0.116,1.0,3,4,0.1365,0.8635,8,0,0.463,0.0874,7.837,9,1
7,0.745,0.04,4,4,0.1392,0.8608,7,0,0.326,0.0536,3.71,9,1
10,0.351,0.66,2,4,0.2541,0.7459,9,0,0.4856,0.233,-0.494,9,0
28,1.0,1.0,1,4,0.0338,0.9662,8,0,0.4731,0.2404,-4.904,8,0
43,1.0,1.0,1,4,0.0,1.0,9,0,0.8155,0.6362,35.157,9,0
6,0.0,0.89,4,0,1.0,0.0,2,1,0.4372,0.1734,5.052,2,0
1,1.0,1.0,5,8,0.0,1.0,6,0,0.8562,0.718,5.594,6,0
2,0.0,0.47,5,0,1.0,0.0,2,1,0.3767,0.1227,26.169,1,1
7,0.0,1.0,3,0,1.0,0.0,4,1,0.5565,0.1714,12.553,4,0
4,0.112,0.12,5,4,0.0056,0.9944,6,0,0.9128,0.8354,-2.981,6,0
10,0.0,0.08,2,0,1.0,0.0,2,1,0.7487,0.4974,-0.855,2,0
29,1.0,1.0,1,4,0.034,0.966,8,0,0.4721,0.2379,-5.043,8,0
7,1.0,0.89,3,4,0.3594,0.6406,6,0,0.3446,0.0954,0.509,6,0
2,0.747,0.12,5,8,0.0,1.0,6,0,1.0,0.9999,18.498,6,0
44,0.461,0.72,1,4,0.0,1.0,9,0,0.8523,0.7058,34.419,9,0
3,1.0,0.47,4,4,0.0013,0.9987,9,0,0.9934,0.9892,32.885,9,0
8,1.0,1.0,2,4,0.057,0.943,9,0,0.5925,0.4411,14.038,9,0
11,1.0,0.08,1,4,0.0039,0.9961,8,0,0.4311,0.1732,-2.047,8,0
8,0.448,1.0,4,4,0.4689,0.5311,9,0,0.3247,0.1153,-3.23,7,1
4,0.0,0.12,5,0,1.0,0.0,0,1,0.7122,0.5905,-0.437,1,1
30,1.0,1.0,1,4,0.0342,0.9658,8,0,0.4711,0.2354,-5.184,8,0
7,0.0,0.89,3,0,1.0,0.0,1,1,0.5984,0.3358,-3.393,1,0
44,0.0,0.72,1,0,1.0,0.0,5,1,1.0,1.0,44.403,5,0
1,1.0,1.0,5,8,0.0043,0.9957,23,0,0.9617,0.9323,-8.227,23,0
9,0.137,0.76,2,1,0.9019,0.0981,2,1,0.4858,0.0698,0.361,2,0
5,0.534,0.12,4,4,0.0565,0.9435,8,0,0.7444,0.6064,-4.418,8,0
9,0.033,1.0,4,4,0.313,0.687,9,0,0.4945,0.3703,-6.098,7,1
31,1.0,1.0,1,4,0.0344,0.9656,8,0,0.4701,0.2329,-5.327,8,0
3,0.498,1.0,5,8,0.0016,0.9984,24,0,0.9192,0.8455,14.591,24,0
8,1.0,0.89,2,4,0.1454,0.8546,8,0,0.5028,0.2201,-5.115,8,0
45,0.229,0.72,0,4,0.0,1.0,9,0,0.4602,0.1272,35.141,9,0
2,0.464,0.16,5,1,0.0016,0.9984,7,0,0.9984,0.9971,-14.12,7,0
4,0.668,1.0,4,3,0.7011,0.2989,4,1,0.6537,0.4495,30.336,6,1
12,1.0,1.0,1,1,0.0631,0.9369,8,0,0.9369,0.8738,-4.754,8,0
10,1.0,0.76,2,4,0.0202,0.9798,8,0,0.5013,0.2435,3.62,8,0
6,0.221,0.06,4,4,0.0565,0.9435,6,0,0.7404,0.6031,-7.495,8,1
9,0.0,1.0,4,0,1.0,0.0,5,1,0.4274,0.0128,-6.746,0,1
32,1.0,1.0,1,4,0.0309,0.9691,8,0,0.4623,0.2216,-4.274,8,0
4,0.108,0.38,5,4,0.0001,0.9999,6,0,0.9964,0.9929,17.246,6,0
12,0.0,0.65,1,0,1.0,0.0,5,1,1.0,1.0,-3.836,5,0
5,1.0,1.0,4,4,0.0,1.0,7,0,0.9929,0.9861,13.43,7,0
11,1.0,0.45,2,4,0.0014,0.9986,6,0,0.8402,0.7653,5.159,6,0
10,1.0,1.0,3,4,0.4081,0.5919,9,0,0.2798,0.0636,-10.368,9,0
1,1.0,1.0,5,8,0.0275,0.9725,23,0,0.4498,0.0468,8.826,23,0
33,1.0,1.0,1,4,0.0311,0.9689,8,0,0.4614,0.221,-4.416,8,0
6,0.221,0.0,4,0,1.0,0.0,1,1,0.8032,0.6857,-11.078,1,0
4,0.0,0.35,5,0,1.0,0.0,1,1,0.9492,0.9039,16.482,1,0
9,0.624,0.43,2,4,0.0017,0.9983,6,0,0.992,0.987,-9.118,6,0
3,0.464,1.0,5,1,0.0234,0.9766,7,0,0.9766,0.9627,-8.232,7,0
13,1.0,0.65,0,4,0.0,1.0,7,0,0.3816,0.0879,-3.182,7,0
6,0.788,0.46,4,1,0.0,1.0,7,0,1.0,1.0,11.674,7,0
11,0.845,0.38,3,1,0.2943,0.7057,9,0,0.7057,0.5023,-6.573,9,0
1,1.0,0.9,5,0,1.0,0.0,1,1,0.6095,0.3331,26.721,1,0
34,1.0,1.0,1,4,0.0313,0.9687,8,0,0.4604,0.2205,-4.56,8,0
5,1.0,0.35,4,4,0.0,1.0,6,0,1.0,0.9999,16.232,6,0
14,0.713,0.71,0,4,0.0,1.0,7,0,0.4585,0.1879,-4.262,7,0
3,0.0,0.34,5,0,1.0,0.0,1,1,0.9967,0.9949,-5.714,1,0
12,1.0,1.0,2,4,0.0002,0.9998,6,0,0.9575,0.9296,11.721,6,0
7,1.0,1.0,4,4,0.3396,0.6604,8,0,0.3998,0.2102,-1.871,8,0
2,1.0,0.9,5,4,0.0277,0.9723,8,0,0.535,0.209,21.839,8,0
35,1.0,1.0,1,4,0.035,0.965,8,0,0.4666,0.2234,-5.921,8,0
10,0.624,1.0,2,4,0.1692,0.8308,8,0,0.4251,0.2434,-8.459,8,0
4,1.0,0.34,4,4,0.0079,0.9921,9,0,0.9583,0.9408,-6.26,9,0
7,0.788,1.0,4,1,0.0004,0.9996,7,0,0.9996,0.9992,11.995,7,0
13,0.716,0.78,2,4,0.0004,0.9996,6,0,0.9582,0.9357,11.014,6,0
12,0.234,1.0,3,1,0.9197,0.0803,3,1,0.3912,0.0525,-12.176,3,0
36,1.0,1.0,1,4,0.0352,0.9648,8,0,0.4659,0.2211,-6.075,8,0
15,0.705,0.77,0,4,0.0,1.0,7,0,0.4094,0.0932,-7.433,7,0
6,0.884,1.0,4,4,0.0,1.0,7,0,0.9999,0.9998,25.504,7,0
11,0.089,1.0,2,4,0.4198,0.5802,5,1,0.2926,0.0094,-7.869,8,1
8,0.176,0.56,4,4,0.6543,0.3457,0,1,0.4448,0.3002,-4.427,4,1
5,0.547,0.28,4,4,0.0196,0.9804,9,0,0.919,0.8977,-6.378,9,0
7,0.0,0.68,4,0,1.0,0.0,1,1,0.9525,0.917,24.335,1,0
14,0.411,0.54,2,4,0.0003,0.9997,6,0,0.9762,0.9596,9.902,6,0
13,0.874,0.9,3,4,0.0349,0.9651,8,0,0.8649,0.8183,-10.728,8,0
3,0.378,0.37,5,4,0.209,0.791,9,0,0.6062,0.5189,22.005,9,0
37,1.0,1.0,1,4,0.0353,0.9647,8,0,0.4652,0.2189,-6.232,8,0
7,0.058,0.12,0,1,0.0,1.0,7,0,1.0,1.0,21.522,7,0
12,0.875,1.0,2,4,0.3003,0.6997,8,0,0.3131,0.0706,-10.041,8,0
16,0.418,0.83,0,4,0.0,1.0,7,0,0.5462,0.3418,-5.23,7,0
8,0.0,0.49,4,0,1.0,0.0,5,1,0.4259,0.2016,-13.321,5,0
6,0.347,0.22,4,4,0.0088,0.9912,9,0,0.9148,0.8811,-3.644,9,0
8,1.0,0.68,3,4,0.0061,0.9939,8,0,0.8699,0.7826,26.863,8,0
15,0.082,0.31,2,4,0.0002,0.9998,6,0,0.9912,0.9856,8.237,6,0
3,0.0,0.37,5,0,1.0,0.0,0,1,0.5014,0.3242,3.36,0,0
38,1.0,1.0,1,4,0.0354,0.9646,8,0,0.4645,0.2167,-6.391,8,0
17,0.693,0.9,0,4,0.0,1.0,7,0,0.3675,0.0469,-7.652,7,0
7,0.0,0.1,4,0,1.0,0.0,3,1,0.9949,0.9909,24.17,3,0
13,0.357,0.5,2,4,0.0636,0.9364,8,0,0.3855,0.0729,-8.983,7,1
9,1.0,0.49,3,4,0.2974,0.7026,8,0,0.4173,0.2629,-12.098,8,0
4,1.0,0.37,4,4,0.7938,0.2062,4,1,0.7191,0.6162,13.322,4,0
7,0.218,0.15,4,4,0.0029,0.9971,9,0,0.8925,0.8409,-0.255,9,0
9,0.115,0.74,3,4,0.0928,0.9072,8,0,0.5574,0.3681,25.316,8,0
15,0.0,0.31,2,0,1.0,0.0,4,1,0.5471,0.0943,12.09,1,1
14,0.935,1.0,3,4,0.0073,0.9927,6,0,0.3952,0.0119,-1.234,7,1
8,1.0,0.1,3,4,0.0,1.0,7,0,1.0,1.0,22.808,7,0
39,1.0,1.0,1,4,0.0321,0.9679,8,0,0.4562,0.2189,-5.336,8,0
18,0.422,0.96,0,4,0.0,1.0,7,0,0.5356,0.3368,-5.19,7,0
10,0.983,0.49,3,4,0.2898,0.7102,8,0,0.4187,0.2599,-12.794,8,0
5,0.508,0.37,4,4,0.4508,0.5492,0,1,0.333,0.0956,-7.997,8,1
16,0.137,0.31,1,4,0.0186,0.9814,7,0,0.4042,0.0969,10.408,9,1
8,0.151,0.09,4,4,0.003,0.997,9,0,0.8634,0.803,-0.375,9,0
9,0.0,0.8,3,0,1.0,0.0,2,1,0.4003,0.0243,26.814,2,0
15,0.547,0.94,3,4,0.0188,0.9812,6,0,0.7495,0.57,-8.487,6,0
8,0.0,0.0,3,0,1.0,0.0,5,1,0.436,0.04,8.423,2,1
40,1.0,1.0,1,4,0.0357,0.9643,8,0,0.4632,0.2124,-6.716,8,0
19,0.713,1.0,0,4,0.0,1.0,8,0,0.3322,0.0044,-7.73,8,0
11,0.898,0.49,3,4,0.2988,0.7012,8,0,0.4003,0.2364,-13.894,8,0
14,0.236,1.0,2,4,0.553,0.447,3,1,0.4792,0.3204,-13.305,3,0
9,0.084,0.03,4,4,0.0032,0.9968,9,0,0.8275,0.7415,-0.516,7,1
10,0.668,0.8,2,4,0.0004,0.9996,6,0,0.6004,0.2025,25.927,6,0
6,0.217,0.37,4,4,0.5337,0.4663,4,1,0.3304,0.1379,-2.947,4,0
16,0.216,0.87,3,4,0.0766,0.9234,6,0,0.4449,0.0505,-12.338,6,0
9,1.0,1.0,2,4,0.0998,0.9002,9,0,0.7627,0.6974,7.876,9,0
41,1.0,1.0,1,4,0.0358,0.9642,8,0,0.4626,0.2103,-6.881,8,0
14,0.0,1.0,2,0,1.0,0.0,5,1,0.7001,0.4002,-14.731,5,0
20,0.455,1.0,0,4,0.0,1.0,7,0,0.4337,0.1606,-8.268,7,0
12,0.881,0.49,3,4,0.2857,0.7143,8,0,0.3917,0.2086,-12.189,8,0
17,0.137,1.0,1,1,0.9751,0.0249,1,1,0.9751,0.9503,8.78,1,0
9,0.0,0.0,4,0,1.0,0.0,3,1,0.6667,0.4676,3.736,3,0
6,0.0,0.37,4,0,1.0,0.0,0,1,0.6956,0.5576,-12.829,0,0
16,0.0,0.8,3,0,1.0,0.0,0,1,0.7223,0.5332,-14.19,0,0
10,0.25,0.62,2,4,0.1197,0.8803,8,0,0.4677,0.1725,5.621,9,1
42,1.0,1.0,1,4,0.0325,0.9675,8,0,0.4541,0.2181,-5.845,8,0
13,0.795,0.49,3,4,0.2985,0.7015,8,0,0.3758,0.1915,-13.145,8,0
15,0.236,1.0,1,4,0.2968,0.7032,8,0,0.3394,0.0427,-15.118,8,0
7,0.217,0.37,3,4,0.4207,0.5793,2,1,0.3148,0.1234,-6.37,2,0
18,0.668,1.0,1,4,0.3385,0.6615,4,1,0.3385,0.0944,16.399,4,0
11,0.73,1.0,2,4,0.0,1.0,9,0,1.0,1.0,25.806,9,0
1,1.0,1.0,5,8,0.3019,0.6981,23,0,0.5064,0.2461,-10.268,23,0
14,1.0,0.49,3,4,0.2389,0.7611,8,0,0.4171,0.2134,-11.929,8,0
10,1.0,1.0,3,4,0.0,1.0,9,0,1.0,1.0,-1.018,9,0
17,0.371,0.8,2,4,0.3239,0.6761,6,0,0.2641,0.005,-16.611,6,0
10,0.0,0.62,2,0,1.0,0.0,4,1,0.6618,0.3236,4.064,2,1
8,1.0,0.37,3,4,0.1768,0.8232,8,0,0.27,0.0718,-11.334,8,0
43,1.0,1.0,1,4,0.0327,0.9673,8,0,0.4536,0.2165,-6.021,8,0
15,0.0,1.0,1,0,1.0,0.0,1,1,1.0,1.0,-10.322,1,0
18,0.0,1.0,1,0,1.0,0.0,1,1,1.0,1.0,8.828,1,0
15,1.0,0.49,3,4,0.2292,0.7708,8,0,0.4119,0.1957,-12.217,8,0
1,1.0,0.75,5,0,1.0,0.0,1,1,0.8836,0.8035,-1.121,1,0
11,1.0,0.62,3,4,0.0188,0.9812,9,0,0.7894,0.6678,-5.807,9,0
11,1.0,0.62,1,4,0.0001,0.9999,6,0,0.9936,0.9904,4.014,6,0
44,1.0,1.0,1,4,0.0328,0.9672,8,0,0.453,0.2149,-6.201,8,0
16,0.089,1.0,0,4,0.0,1.0,8,0,0.4138,0.0651,-11.555,8,0
9,1.0,0.48,3,4,0.1887,0.8113,8,0,0.4507,0.3055,-14.623,8,0
12,0.792,1.0,2,3,0.0082,0.9918,6,0,0.8725,0.7682,34.606,6,0
16,0.915,0.49,3,4,0.2449,0.7551,8,0,0.3965,0.1801,-13.09,8,0
19,0.668,1.0,0,4,0.0,1.0,7,0,0.4075,0.1214,11.957,7,0
10,1.0,0.09,3,4,0.1011,0.8989,8,0,0.5156,0.3549,-13.369,8,0
2,0.645,0.81,5,4,0.0162,0.9838,9,0,0.5366,0.1933,-0.94,7,1
11,0.0,0.62,3,0,1.0,0.0,5,1,0.9085,0.8283,-9.529,5,0
18,0.202,1.0,2,4,0.0494,0.9506,9,0,0.5726,0.3717,-17.056,8,1
17,1.0,0.49,3,3,0.6375,0.3625,4,1,0.4758,0.1728,-5.381,4,0
45,1.0,1.0,1,4,0.0329,0.9671,8,0,0.4525,0.2133,-6.384,8,0
13,0.682,0.92,2,4,0.0,1.0,9,0,1.0,1.0,40.293,9,0
20,0.36,1.0,0,4,0.0,1.0,8,0,0.3954,0.0487,11.753,8,0
12,1.0,0.62,2,4,0.3055,0.6945,4,1,0.299,0.0192,-13.655,4,0
1,1.0,1.0,5,8,0.0095,0.9905,23,0,0.9589,0.9441,-18.696,23,0
3,0.128,0.19,5,4,0.004,0.996,9,0,0.9135,0.8562,1.275,7,1
18,0.0,0.93,2,0,1.0,0.0,5,1,0.6741,0.3482,-14.898,5,0
18,0.966,0.49,3,4,0.1327,0.8673,8,0,0.3629,0.0354,-12.057,8,0
12,1.0,1.0,1,4,0.0185,0.9815,8,0,0.9131,0.8774,8.481,8,0
46,1.0,1.0,1,4,0.0362,0.9638,8,0,0.4603,0.2001,-7.731,8,0
11,1.0,0.88,3,4,0.0839,0.9161,6,0,0.4887,0.2237,-9.422,6,0
21,0.011,1.0,0,4,0.0,1.0,7,0,0.6101,0.3491,10.564,7,0
13,0.522,0.62,2,4,0.0902,0.9098,8,0,0.4331,0.2131,-15.363,8,0
1,0.0,0.22,5,0,1.0,0.0,3,1,0.4602,0.1259,-18.371,1,1
19,0.735,0.22,3,4,0.1153,0.8847,8,0,0.3212,0.0036,-11.87,9,1
12,0.642,0.67,3,4,0.0633,0.9367,6,0,0.5784,0.4469,-12.429,6,0
19,0.234,0.93,1,4,0.0827,0.9173,7,0,0.3104,0.0095,-16.56,9,1
13,0.128,1.0,1,4,0.2208,0.7792,7,0,0.3595,0.0308,1.728,8,1
47,1.0,1.0,1,4,0.0331,0.9669,8,0,0.4517,0.2104,-6.756,8,0
14,0.558,1.0,2,3,0.0,1.0,6,0,1.0,1.0,30.57,6,0
13,0.284,0.73,0,1,0.0,1.0,6,0,1.0,1.0,-16.62,6,0
13,0.0,0.2,2,0,1.0,0.0,5,1,0.9707,0.9414,-16.648,5,0
2,1.0,0.22,4,4,0.0296,0.9704,7,0,0.8288,0.725,-18.183,7,0
4,0.128,1.0,5,4,0.6323,0.3677,2,1,0.2891,0.005,2.601,9,1
1,1.0,1.0,5,8,0.0,1.0,25,0,0.8985,0.8004,3.225,25,0
19,0.0,0.84,1,0,1.0,0.0,2,1,1.0,1.0,-16.888,2,0
20,0.536,1.0,3,4,0.0291,0.9709,9,0,0.6108,0.2967,-14.566,8,1
13,0.0,1.0,1,0,1.0,0.0,2,1,1.0,1.0,2.329,2,0
48,1.0,1.0,1,4,0.0363,0.9637,8,0,0.4596,0.1961,-8.075,8,0
15,0.259,0.21,2,4,0.0,1.0,6,0,0.9765,0.9529,41.039,6,0
14,1.0,0.2,1,4,0.0151,0.9849,9,0,0.4708,0.2461,-16.393,9,0
13,0.0,0.79,3,0,1.0,0.0,0,1,0.4506,0.1591,-18.695,0,0
5,0.869,1.0,5,4,0.0,1.0,8,0,0.9826,0.9652,5.285,8,0
2,1.0,0.55,5,4,0.0005,0.9995,9,0,0.9878,0.9786,5.686,9,0
21,0.131,1.0,3,3,0.0531,0.9469,8,0,0.4886,0.0396,-18.465,8,0
20,1.0,0.84,0,4,0.0,1.0,8,0,0.4032,0.1275,-14.338,8,0
14,1.0,1.0,0,4,0.0,1.0,6,0,0.4384,0.149,1.041,6,0
14,0.217,0.79,2,4,0.1237,0.8763,7,0,0.2951,0.0167,-16.037,6,1
49,1.0,1.0,1,3,0.0193,0.9807,6,0,0.5703,0.3498,-8.236,6,0
15,0.0,0.11,2,0,1.0,0.0,3,1,0.9999,0.9998,33.646,3,0
15,0.738,0.2,1,4,0.0157,0.9843,9,0,0.5505,0.3425,-17.83,9,0
3,1.0,1.0,4,4,0.1953,0.8047,7,0,0.4911,0.2284,-18.752,7,0
6,0.633,0.72,5,4,0.0,1.0,8,0,0.6427,0.2854,5.921,8,0
3,0.683,0.55,5,4,0.0191,0.9809,9,0,0.6531,0.4597,4.247,9,0
21,0.0,0.86,3,0,1.0,0.0,1,1,0.7888,0.6735,-17.972,1,0
14,0.217,0.72,2,0,1.0,0.0,3,1,0.6056,0.2111,-20.694,3,0
15,0.756,0.94,0,4,0.0,1.0,6,0,0.5122,0.3019,-3.156,6,0
50,1.0,0.79,1,3,0.0131,0.9869,6,0,0.6107,0.4125,-7.923,6,0
16,1.0,0.11,1,4,0.0,1.0,6,0,1.0,1.0,43.275,6,0
16,0.931,0.2,1,4,0.0172,0.9828,9,0,0.5682,0.3794,-18.517,9,0
3,0.0,0.74,4,0,1.0,0.0,4,1,0.3794,0.1021,-24.175,4,0
4,0.366,0.29,5,4,0.0542,0.9458,9,0,0.4196,0.1594,3.242,9,0
7,0.633,0.14,5,4,0.0,1.0,9,0,0.9387,0.8775,6.389,8,1
22,0.176,0.86,2,4,0.0822,0.9178,7,0,0.3257,0.0924,-11.467,8,1
15,0.857,0.78,2,4,0.074,0.926,7,0,0.4543,0.1731,-16.163,7,0
21,0.342,0.76,0,4,0.0,1.0,8,0,0.556,0.1245,-17.543,8,0
16,0.585,0.88,0,4,0.0,1.0,6,0,0.4753,0.2741,-6.389,6,0
51,1.0,1.0,1,3,0.0158,0.9842,6,0,0.6034,0.3977,-8.21,6,0
4,1.0,0.74,3,4,0.5376,0.4624,5,1,0.2512,0.0173,-25.55,5,0
17,0.649,0.2,1,4,0.0176,0.9824,9,0,0.5823,0.3847,-20.714,9,0
22,0.0,0.58,2,0,1.0,0.0,2,1,0.8879,0.7758,-8.94,5,1
16,0.692,0.69,2,4,0.0617,0.9383,7,0,0.5222,0.2963,-16.612,7,0
17,0.406,0.76,0,4,0.0,1.0,6,0,0.3404,0.0444,-8.622,6,0
52,1.0,0.75,1,3,0.0129,0.9871,6,0,0.6084,0.4043,-8.211,6,0
4,0.0,0.74,3,0,1.0,0.0,1,1,0.4441,0.0314,-27.392,4,1
23,1.0,0.58,1,4,0.0166,0.9834,8,0,0.5697,0.1869,-10.57,8,0
