turn,own_hp,opp_hp,n_legal_switch,n_legal_move,p_switch,p_attack,top_action,top_is_switch,top_prob,margin,value,cf_fullhp_top,cf_flips
13,1.0,1.0,3,4,0.0667,0.9333,9,0,0.806,0.6995,9.192,9,0
19,0.219,1.0,2,4,0.3117,0.6883,6,0,0.4254,0.1742,30.75,5,1
3,1.0,1.0,5,4,0.5601,0.4399,1,1,0.5317,0.2775,-33.261,1,0
6,1.0,0.47,3,4,0.0808,0.9192,6,0,0.3162,0.0244,-25.155,6,0
8,0.497,0.33,3,4,0.1529,0.8471,8,0,0.6213,0.4231,-28.301,8,0
16,0.213,0.53,2,4,0.0163,0.9837,6,0,0.6086,0.371,-21.852,6,0
12,0.0,0.7,5,0,1.0,0.0,2,1,0.3396,0.0649,-12.218,5,1
8,0.0,0.36,4,0,1.0,0.0,1,1,0.9438,0.9113,-12.344,1,0
5,0.153,0.01,4,4,0.0753,0.9247,8,0,0.5647,0.3195,-10.367,8,0
14,0.312,0.89,3,4,0.1124,0.8876,9,0,0.7492,0.6448,8.403,9,0
19,0.0,1.0,2,0,1.0,0.0,5,1,0.9918,0.9836,35.59,5,0
4,1.0,1.0,5,4,0.0321,0.9679,7,0,0.7355,0.5033,-39.103,7,0
9,0.173,0.11,3,4,0.1143,0.8857,8,0,0.6889,0.5167,-28.017,8,0
16,0.0,0.59,2,0,1.0,0.0,3,1,0.7511,0.5023,-22.271,3,0
1,1.0,1.0,5,8,0.0442,0.9558,24,0,0.6654,0.5311,-26.455,24,0
13,1.0,0.7,4,4,0.0412,0.9588,8,0,0.4106,0.0836,-15.48,8,0
9,0.755,0.36,3,4,0.1355,0.8645,6,0,0.5473,0.2436,-9.572,6,0
20,1.0,1.0,1,4,0.0465,0.9535,8,0,0.7254,0.5436,37.396,8,0
14,0.0,0.89,3,0,1.0,0.0,4,1,0.8915,0.7886,7.317,4,0
7,1.0,1.0,3,1,0.1501,0.8499,6,0,0.8499,0.7571,-24.685,6,0
5,1.0,0.81,5,4,0.1581,0.8419,7,0,0.8329,0.7113,-40.361,7,0
9,0.0,0.05,3,0,1.0,0.0,3,1,0.3881,0.0672,-21.873,5,1
17,1.0,0.59,1,4,0.0009,0.9991,6,0,0.8604,0.7251,-21.146,6,0
2,0.463,0.02,5,1,0.9733,0.0267,5,1,0.7652,0.6832,-29.784,5,0
10,0.747,0.3,3,4,0.1217,0.8783,6,0,0.5582,0.251,-8.862,6,0
21,0.455,0.7,1,1,0.7894,0.2106,1,1,0.7894,0.5787,39.145,1,0
15,0.92,0.89,2,4,0.0018,0.9982,8,0,0.5405,0.2563,7.75,8,0
6,0.213,1.0,4,4,0.0663,0.9337,8,0,0.5672,0.2062,-10.64,8,0
6,0.54,0.63,5,4,0.1703,0.8297,7,0,0.8146,0.6677,-39.861,7,0
10,1.0,0.05,2,4,0.0454,0.9546,7,0,0.5633,0.3736,-21.633,7,0
14,0.877,1.0,4,1,0.99,0.01,0,1,0.6876,0.4606,-16.33,0,0
3,0.86,0.02,5,4,0.0139,0.9861,6,0,0.4882,0.1217,-23.714,6,0
11,0.643,0.24,3,4,0.0991,0.9009,6,0,0.5912,0.2929,-8.877,6,0
22,0.91,0.7,1,4,0.2617,0.7383,6,0,0.3984,0.1026,38.16,6,0
6,0.0,0.66,4,0,1.0,0.0,1,1,0.6342,0.2944,-14.118,3,1
8,1.0,1.0,3,1,0.0659,0.9341,6,0,0.9341,0.902,-17.42,6,0
6,0.0,0.56,5,0,1.0,0.0,5,1,0.4581,0.0217,-35.679,5,0
18,1.0,0.88,1,1,0.0393,0.9607,6,0,0.9607,0.9214,-20.728,6,0
14,0.0,1.0,4,0,1.0,0.0,2,1,0.4959,0.0304,-15.176,3,1
4,0.64,0.02,5,4,0.011,0.989,6,0,0.6106,0.35,-23.687,6,0
12,0.603,0.18,3,4,0.086,0.914,6,0,0.6075,0.3115,-8.376,6,0
16,0.54,0.06,2,1,0.2897,0.7103,8,0,0.7103,0.4232,18.452,8,0
23,0.755,0.34,1,4,0.1112,0.8888,6,0,0.5114,0.1615,40.12,7,1
7,1.0,0.66,3,4,0.0019,0.9981,6,0,0.7988,0.6789,-17.201,6,0
9,1.0,1.0,3,1,0.0679,0.9321,6,0,0.9321,0.8988,-17.298,6,0
7,0.877,0.56,4,4,0.0021,0.9979,9,0,0.9931,0.9887,-34.514,9,0
11,0.771,1.0,2,4,0.0,1.0,8,0,0.9984,0.9969,-12.876,8,0
19,0.353,0.48,1,1,0.0297,0.9703,6,0,0.9703,0.9406,-23.667,6,0
15,0.877,1.0,3,4,0.008,0.992,9,0,0.3113,0.0013,-14.479,9,0
5,0.506,0.02,5,4,0.0086,0.9914,6,0,0.6958,0.5032,-23.434,6,0
13,0.596,0.12,3,4,0.0771,0.9229,6,0,0.6155,0.3181,-7.59,6,0
8,0.278,0.21,3,4,0.0014,0.9986,6,0,0.7333,0.5937,-18.899,6,0
10,1.0,1.0,3,1,0.0701,0.9299,6,0,0.9299,0.8954,-17.175,6,0
12,0.668,1.0,2,4,0.0002,0.9998,8,0,0.9924,0.9856,-13.019,8,0
20,0.353,0.18,1,1,0.031,0.969,6,0,0.969,0.9379,-22.39,6,0
15,0.0,1.0,3,0,1.0,0.0,3,1,0.9132,0.8411,-19.171,3,0
17,0.521,1.0,2,1,0.7712,0.2288,3,1,0.769,0.5402,22.206,3,0
6,0.386,0.02,5,4,0.0068,0.9932,6,0,0.763,0.6215,-23.139,6,0
14,0.567,0.05,3,4,0.0662,0.9338,6,0,0.6306,0.3367,-6.838,6,0
8,0.0,0.15,3,0,1.0,0.0,3,1,0.9195,0.8669,-15.33,3,0
1,1.0,1.0,5,8,0.0643,0.9357,9,0,0.7028,0.5933,-8.085,9,0
11,1.0,1.0,3,1,0.0723,0.9277,6,0,0.9277,0.8918,-17.052,6,0
8,0.173,1.0,4,4,0.1291,0.8709,8,0,0.4198,0.0405,-37.062,7,1
13,0.504,1.0,2,4,0.0002,0.9998,8,0,0.9919,0.9847,-15.419,8,0
20,0.0,0.18,1,0,1.0,0.0,1,1,1.0,1.0,-25.755,1,0
16,1.0,1.0,2,4,0.0022,0.9978,7,0,0.5226,0.0821,-25.783,7,0
18,1.0,1.0,2,4,0.0005,0.9995,7,0,0.9807,0.9654,15.991,7,0
7,0.318,0.02,5,4,0.0055,0.9945,6,0,0.8086,0.6997,-22.739,6,0
9,1.0,0.15,2,4,0.0002,0.9998,9,0,0.4888,0.0097,-15.663,9,0
2,0.208,0.6,5,8,0.0199,0.9801,9,0,0.7362,0.6454,-9.4,9,0
12,1.0,1.0,3,1,0.0747,0.9253,6,0,0.9253,0.8881,-16.929,6,0
9,0.235,1.0,4,4,0.045,0.955,8,0,0.5302,0.1995,-36.862,7,1
14,0.339,1.0,2,4,0.0002,0.9998,8,0,0.9914,0.9837,-17.846,8,0
21,1.0,0.18,0,4,0.0,1.0,7,0,0.5274,0.1453,-27.66,7,0
19,0.524,0.61,2,4,0.0007,0.9993,7,0,0.9785,0.9632,17.619,7,0
8,0.266,0.02,5,4,0.0044,0.9956,6,0,0.8431,0.7577,-22.335,6,0
15,0.523,1.0,3,4,0.2524,0.7476,9,0,0.7135,0.5094,-14.385,9,0
9,0.658,0.0,2,0,1.0,0.0,4,1,0.8458,0.6916,-21.391,4,0
2,0.0,0.21,5,0,1.0,0.0,5,1,0.4671,0.0954,-4.898,5,0
13,1.0,1.0,3,1,0.0771,0.9229,6,0,0.9229,0.8842,-16.806,6,0
10,0.296,1.0,4,4,0.0432,0.9568,8,0,0.5053,0.1513,-36.937,7,1
15,0.188,1.0,2,4,0.0002,0.9998,8,0,0.9908,0.9826,-20.043,8,0
17,0.095,1.0,2,4,0.0108,0.9892,6,0,0.4647,0.1814,-25.841,7,1
20,0.122,0.09,2,4,0.0009,0.9991,7,0,0.9752,0.9621,21.613,7,0
9,0.224,0.02,5,4,0.0037,0.9963,6,0,0.8697,0.8017,-21.953,6,0
15,0.0,0.75,3,0,1.0,0.0,5,1,0.4796,0.0572,-16.981,5,0
3,1.0,0.21,4,8,0.0272,0.9728,23,0,0.281,0.0212,-3.863,23,0
14,1.0,1.0,3,1,0.075,0.925,6,0,0.925,0.8881,-16.266,6,0
22,0.932,0.88,0,4,0.0,1.0,7,0,0.5302,0.1788,-26.479,7,0
11,0.357,1.0,4,4,0.0414,0.9586,8,0,0.4801,0.1023,-37.002,7,1
16,0.039,1.0,2,4,0.0002,0.9998,8,0,0.9905,0.982,-22.468,8,0
17,0.0,0.6,2,0,1.0,0.0,1,1,0.9879,0.9758,-21.328,1,0
20,0.0,0.09,2,0,1.0,0.0,4,1,0.9849,0.9699,28.093,4,0
10,0.172,0.02,5,4,0.0037,0.9963,6,0,0.8712,0.8054,-21.982,6,0
10,1.0,1.0,2,4,0.0247,0.9753,9,0,0.8532,0.7559,-25.171,9,0
16,0.878,0.75,2,4,0.0181,0.9819,9,0,0.9289,0.8853,-11.876,9,0
15,1.0,1.0,3,1,0.0775,0.9225,6,0,0.9225,0.8841,-16.137,6,0
23,0.723,0.56,0,4,0.0,1.0,7,0,0.5244,0.2153,-25.748,7,0
18,1.0,0.6,1,4,0.0103,0.9897,9,0,0.4143,0.0187,-18.491,9,0
12,0.419,1.0,4,4,0.0396,0.9604,8,0,0.4547,0.0528,-37.056,7,1
16,0.0,1.0,2,0,1.0,0.0,5,1,0.9633,0.9265,-28.765,5,0
21,0.521,0.09,1,4,0.0,1.0,8,0,0.7363,0.4856,23.833,8,0
11,0.12,0.02,5,4,0.0042,0.9958,6,0,0.859,0.7866,-22.452,6,0
11,0.433,0.55,2,4,0.0174,0.9826,9,0,0.7314,0.4998,-24.17,9,0
17,0.466,0.2,2,4,0.0122,0.9878,9,0,0.9489,0.9183,-10.21,9,0
4,0.902,1.0,4,4,0.0015,0.9985,9,0,0.9984,0.9971,-1.545,9,0
16,1.0,1.0,3,1,0.0801,0.9199,6,0,0.9199,0.8801,-16.009,6,0
24,0.506,0.24,0,4,0.0,1.0,7,0,0.5006,0.234,-24.936,7,0
19,0.25,0.3,1,4,0.0018,0.9982,6,0,0.7232,0.5864,-23.91,6,0
12,0.0,1.0,4,0,1.0,0.0,4,1,0.7045,0.4596,-34.958,2,1
17,1.0,1.0,1,4,0.0292,0.9708,9,0,0.8688,0.8132,-33.323,9,0
12,0.081,0.02,5,4,0.0038,0.9962,6,0,0.8729,0.8103,-22.023,6,0
11,0.0,0.55,2,0,1.0,0.0,3,1,0.998,0.9959,-25.83,3,0
5,0.258,0.12,4,4,0.0008,0.9992,9,0,0.9989,0.9982,4.276,9,0
17,1.0,0.82,3,1,0.0638,0.9362,6,0,0.9362,0.9009,-23.526,6,0
13,0.875,1.0,3,4,0.0113,0.9887,6,0,0.727,0.4846,-35.276,6,0
19,0.0,0.3,1,0,1.0,0.0,5,1,1.0,1.0,-29.858,5,0
18,0.818,0.54,1,1,0.601,0.399,2,1,0.601,0.202,-32.821,2,0
1,1.0,1.0,5,8,0.0234,0.9766,24,0,0.8605,0.7832,-25.612,24,0
12,0.0,0.02,5,0,1.0,0.0,4,1,0.6749,0.3777,-21.99,0,1
12,0.658,0.55,1,4,0.0002,0.9998,8,0,0.7905,0.6168,-27.361,8,0
18,0.466,1.0,2,4,0.0026,0.9974,9,0,0.7834,0.607,-3.989,9,0
18,1.0,0.67,3,1,0.0536,0.9464,6,0,0.9464,0.9168,-22.974,6,0
25,0.277,0.88,0,4,0.0,1.0,7,0,0.3957,0.0457,-21.601,7,0
14,0.528,0.82,3,4,0.0058,0.9942,6,0,0.7685,0.5561,-35.07,6,0
20,1.0,0.3,0,4,0.0,1.0,8,0,0.9916,0.9873,-31.354,8,0
19,0.731,0.54,1,4,0.0027,0.9973,9,0,0.9934,0.9897,-26.351,9,0
2,0.883,0.8,5,4,0.0613,0.9387,8,0,0.6373,0.363,-27.609,8,0
13,1.0,0.02,4,4,0.0004,0.9996,6,0,0.9833,0.9695,-24.868,6,0
18,0.0,1.0,2,0,1.0,0.0,3,1,0.7763,0.5525,-18.918,3,0
6,0.159,1.0,4,4,0.0068,0.9932,9,0,0.9926,0.9877,1.633,9,0
19,1.0,0.49,3,1,0.0414,0.9586,6,0,0.9586,0.9365,-22.122,6,0
15,0.306,0.62,3,4,0.0035,0.9965,6,0,0.8003,0.615,-34.801,6,0
21,0.442,0.05,0,4,0.0,1.0,8,0,0.9901,0.984,-31.971,8,0
3,0.762,0.58,5,4,0.0543,0.9457,8,0,0.5445,0.1648,-27.709,8,0
13,0.46,1.0,1,1,0.3045,0.6955,8,0,0.6955,0.3911,-28.021,5,1
19,0.878,1.0,1,4,0.0021,0.9979,6,0,0.6015,0.3144,-18.078,6,0
6,0.0,0.41,4,0,1.0,0.0,2,1,0.9206,0.8699,5.385,2,0
20,1.0,0.07,3,1,0.024,0.976,6,0,0.976,0.9637,-19.785,6,0
1,1.0,1.0,5,8,0.0032,0.9968,25,0,0.4219,0.1859,-20.842,25,0
15,0.0,0.42,3,0,1.0,0.0,2,1,0.6145,0.4135,-33.745,2,0
22,0.442,0.24,0,4,0.0,1.0,8,0,0.9326,0.8777,-32.454,8,0
20,0.633,0.88,1,4,0.0208,0.9792,6,0,0.9277,0.8903,-15.13,6,0
4,0.54,0.3,5,4,0.045,0.955,6,0,0.5322,0.1238,-27.947,6,0
13,0.0,0.32,1,0,1.0,0.0,5,1,1.0,1.0,-20.575,5,0
14,1.0,1.0,4,4,0.0007,0.9993,6,0,0.9533,0.9113,-22.252,6,0
20,0.512,0.31,1,4,0.001,0.999,6,0,0.8278,0.699,-9.122,6,0
7,1.0,0.41,3,4,0.0002,0.9998,9,0,0.9981,0.9969,10.747,9,0
2,0.61,0.66,5,4,0.0156,0.9844,8,0,0.8192,0.7304,-23.291,8,0
16,1.0,0.42,2,4,0.0078,0.9922,9,0,0.751,0.5384,-34.472,9,0
21,0.18,0.09,1,4,0.0018,0.9982,6,0,0.9839,0.972,-1.619,6,0
5,0.408,0.24,5,4,0.0374,0.9626,6,0,0.6027,0.2556,-28.104,6,0
21,1.0,1.0,3,1,0.7977,0.2023,4,1,0.6975,0.4952,-21.161,4,0
14,1.0,0.32,0,4,0.0,1.0,9,0,0.7144,0.4399,-19.454,9,0
15,0.431,0.28,4,4,0.0003,0.9997,6,0,0.9896,0.982,-20.276,6,0
17,1.0,0.01,2,4,0.0057,0.9943,9,0,0.6972,0.4216,-34.355,9,0
1,1.0,1.0,5,8,0.0046,0.9954,7,0,0.4548,0.2029,-16.073,7,0
6,0.275,0.17,5,4,0.0303,0.9697,6,0,0.6705,0.3828,-28.284,6,0
21,0.415,1.0,1,4,0.0061,0.9939,6,0,0.491,0.0356,-8.8,8,1
22,0.497,0.87,3,4,0.0181,0.9819,9,0,0.5519,0.2498,-19.659,9,0
15,0.434,0.04,0,4,0.0,1.0,9,0,0.5723,0.1604,-25.437,9,0
8,0.451,1.0,3,4,0.0108,0.9892,8,0,0.6673,0.356,5.068,8,0
3,0.124,1.0,5,4,0.0163,0.9837,6,0,0.6891,0.5027,-25.098,7,1
1,0.0,0.11,5,0,1.0,0.0,2,1,0.4732,0.261,-16.278,2,0
7,0.158,0.1,5,4,0.0244,0.9756,6,0,0.7285,0.4913,-28.466,6,0
21,0.0,1.0,1,0,1.0,0.0,2,1,1.0,1.0,-19.246,2,0
1,1.0,1.0,5,8,0.3512,0.6488,25,0,0.5122,0.175,-24.241,25,0
22,0.0,0.56,3,0,1.0,0.0,3,1,0.529,0.0803,-21.782,3,0
16,0.431,1.0,4,4,0.0008,0.9992,6,0,0.732,0.482,-19.337,6,0
18,1.0,1.0,2,4,0.0026,0.9974,6,0,0.8336,0.7053,-35.867,6,0
9,0.451,1.0,3,4,0.0069,0.9931,8,0,0.6964,0.4116,2.377,8,0
3,0.0,0.97,5,0,1.0,0.0,1,1,0.3773,0.0969,-20.965,3,1
2,1.0,0.11,4,8,0.0732,0.9268,22,0,0.4697,0.1247,-17.975,22,0
7,0.0,0.0,5,0,1.0,0.0,1,1,0.8024,0.6926,-29.395,1,0
22,0.878,1.0,0,4,0.0,1.0,8,0,0.9935,0.9881,-22.118,8,0
23,0.876,0.56,2,4,0.0073,0.9927,9,0,0.9136,0.8538,-23.373,9,0
2,0.796,1.0,5,4,0.6483,0.3517,4,1,0.6361,0.3842,-25.755,4,0
17,0.431,0.21,4,4,0.0005,0.9995,6,0,0.7891,0.5939,-13.159,6,0
16,0.497,1.0,0,4,0.0,1.0,9,0,0.9784,0.957,-8.746,9,0
19,1.0,1.0,2,4,0.0024,0.9976,6,0,0.7994,0.6229,-35.529,6,0
9,0.0,0.44,3,0,1.0,0.0,3,1,0.8522,0.7578,4.778,3,0
4,1.0,0.97,4,4,0.0017,0.9983,7,0,0.9811,0.9649,-21.332,7,0
8,1.0,1.0,4,4,0.0134,0.9866,8,0,0.9718,0.9611,-31.578,8,0
3,0.721,1.0,5,4,0.0081,0.9919,6,0,0.5373,0.1038,-25.949,7,1
17,0.0,0.27,4,0,1.0,0.0,1,1,0.3514,0.0729,-18.157,3,1
17,0.39,0.55,0,4,0.0,1.0,9,0,0.9641,0.929,6.702,9,0
20,0.531,1.0,2,4,0.0015,0.9985,6,0,0.9148,0.8586,-34.939,6,0
10,0.876,0.44,2,4,0.0158,0.9842,9,0,0.4625,0.0553,-1.514,9,0
5,0.471,0.82,4,4,0.0026,0.9974,7,0,0.9567,0.9183,-23.066,7,0
3,0.841,1.0,0,1,0.0,1.0,6,0,1.0,1.0,-21.579,6,0
23,0.327,1.0,0,4,0.0,1.0,9,0,0.7786,0.6021,-19.923,9,0
24,0.876,1.0,2,1,0.6307,0.3693,1,1,0.5993,0.23,-18.671,1,0
3,0.65,0.43,5,0,1.0,0.0,5,1,0.3937,0.0732,-26.867,5,0
18,1.0,0.27,3,4,0.002,0.998,6,0,0.6637,0.459,-19.908,6,0
18,0.297,0.11,0,4,0.0,1.0,9,0,0.9414,0.8846,18.663,9,0
21,0.531,1.0,2,4,0.0015,0.9985,6,0,0.9002,0.8192,-34.614,6,0
9,0.68,1.0,4,4,0.0986,0.9014,9,0,0.4329,0.0502,-29.617,9,0
11,0.602,0.18,2,4,0.0169,0.9831,9,0,0.4585,0.1104,0.248,7,1
5,0.0,0.69,4,0,1.0,0.0,4,1,0.2987,0.0369,-24.57,5,1
3,0.0,0.29,4,0,1.0,0.0,1,1,0.5096,0.1063,-18.282,3,1
25,0.081,0.91,2,4,0.0017,0.9983,6,0,0.9453,0.9061,-25.889,6,0
4,1.0,0.43,5,4,0.0451,0.9549,8,0,0.4077,0.0964,-21.694,8,0
22,0.531,1.0,2,4,0.0015,0.9985,6,0,0.8972,0.8138,-34.602,6,0
10,0.233,0.7,4,4,0.0594,0.9406,8,0,0.5269,0.1859,-29.472,8,0
6,1.0,0.69,3,4,0.0005,0.9995,7,0,0.9653,0.9441,-25.825,7,0
1,1.0,1.0,5,8,0.0394,0.9606,24,0,0.6502,0.5513,-25.789,24,0
4,1.0,0.29,3,4,0.0686,0.9314,6,0,0.6192,0.3277,-18.487,6,0
25,0.0,0.85,2,0,1.0,0.0,3,1,0.983,0.966,-25.358,3,0
4,1.0,0.0,5,0,1.0,0.0,4,1,0.8273,0.7296,-23.949,4,0
19,1.0,1.0,3,4,0.0036,0.9964,6,0,0.5808,0.3137,-15.641,6,0
23,0.107,1.0,2,4,0.0009,0.9991,6,0,0.9476,0.92,-34.284,6,0
10,0.0,0.7,4,0,1.0,0.0,3,1,0.6065,0.4312,-26.764,3,0
12,0.602,1.0,2,4,0.2357,0.7643,8,0,0.4971,0.2628,11.373,8,0
2,1.0,0.86,5,4,0.1569,0.8431,7,0,0.6782,0.5639,-21.351,7,0
26,0.752,0.85,1,4,0.0004,0.9996,8,0,0.9096,0.8543,-21.389,8,0
20,0.539,0.85,3,4,0.0026,0.9974,6,0,0.6183,0.4199,-18.317,6,0
24,0.107,1.0,2,4,0.001,0.999,6,0,0.9429,0.9021,-33.982,6,0
1,1.0,1.0,5,8,0.1643,0.8357,25,0,0.5704,0.3763,-33.319,25,0
11,1.0,0.7,3,4,0.0093,0.9907,8,0,0.9059,0.8606,-25.441,8,0
7,0.095,1.0,3,4,0.0151,0.9849,6,0,0.6129,0.2759,-30.382,7,1
13,0.304,0.63,2,4,0.2645,0.7355,8,0,0.5032,0.241,15.622,8,0
3,0.843,0.69,5,4,0.1685,0.8315,7,0,0.6474,0.523,-21.368,7,0
5,0.532,1.0,3,4,0.0374,0.9626,6,0,0.9401,0.9157,-22.925,6,0
27,0.283,0.07,1,1,0.1291,0.8709,8,0,0.8709,0.7418,-12.398,8,0
5,0.65,1.0,5,4,0.2435,0.7565,7,0,0.586,0.4267,-22.675,7,0
20,0.0,0.91,3,0,1.0,0.0,3,1,0.6258,0.3369,-24.089,3,0
25,0.107,1.0,2,4,0.001,0.999,6,0,0.9412,0.8992,-33.969,6,0
2,1.0,0.62,0,1,0.0,1.0,9,0,1.0,1.0,-32.552,9,0
12,1.0,0.7,3,4,0.0092,0.9908,8,0,0.8961,0.8485,-24.55,8,0
7,0.0,0.69,3,0,1.0,0.0,3,1,0.8715,0.7719,-27.44,3,0
13,0.0,0.35,2,0,1.0,0.0,4,1,0.9961,0.9922,21.737,4,0
4,0.69,0.53,5,4,0.1843,0.8157,7,0,0.6072,0.4733,-21.39,7,0
6,0.045,0.18,3,4,0.0039,0.9961,6,0,0.9804,0.9672,-19.002,6,0
27,0.0,0.11,1,0,1.0,0.0,2,1,1.0,1.0,-23.608,2,0
5,0.0,0.91,5,0,1.0,0.0,3,1,0.5067,0.1306,-25.477,3,0
21,1.0,0.91,2,4,0.0005,0.9995,8,0,0.5277,0.0811,-25.231,8,0
25,0.0,1.0,2,0,1.0,0.0,0,1,0.5565,0.1131,-32.64,3,1
3,1.0,0.36,5,1,0.9913,0.0087,5,1,0.9715,0.9571,-32.852,5,0
13,0.903,0.14,3,4,0.0053,0.9947,8,0,0.8603,0.7753,-21.028,8,0
8,1.0,0.69,2,4,0.0037,0.9963,6,0,0.9183,0.8546,-27.245,6,0
14,1.0,0.35,1,4,0.0011,0.9989,6,0,0.9956,0.9932,21.34,6,0
5,0.523,0.36,5,4,0.204,0.796,7,0,0.5534,0.4079,-21.421,7,0
6,0.0,0.18,3,0,1.0,0.0,3,1,0.8855,0.8065,-12.736,3,0
28,0.752,0.11,0,3,0.0,1.0,7,0,0.5274,0.0549,-16.589,7,0
6,1.0,0.91,4,4,0.027,0.973,6,0,0.9617,0.9427,-25.675,6,0
22,0.094,0.09,2,4,0.0003,0.9997,6,0,0.8496,0.7092,-26.759,6,0
26,0.067,1.0,1,4,0.0,1.0,6,0,0.4617,0.135,-34.172,7,1
4,0.822,0.26,5,4,0.4286,0.5714,7,0,0.4583,0.1168,-32.473,7,0
6,0.343,0.2,5,4,0.2279,0.7721,7,0,0.483,0.3161,-21.539,7,0
7,1.0,0.18,2,4,0.0239,0.9761,8,0,0.9512,0.9291,-19.138,8,0
22,0.0,0.15,2,0,1.0,0.0,2,1,0.6996,0.3993,-27.195,2,0
26,0.0,0.67,1,0,1.0,0.0,3,1,1.0,1.0,-33.888,3,0
4,0.0,0.16,5,0,1.0,0.0,4,1,0.6749,0.4551,-31.151,4,0
14,0.806,1.0,3,4,0.0014,0.9986,8,0,0.9651,0.9432,-25.112,8,0
9,0.473,1.0,2,4,0.0018,0.9982,6,0,0.9077,0.8194,-23.907,6,0
15,0.895,1.0,1,4,0.1599,0.8401,6,0,0.3615,0.004,25.177,9,1
29,0.752,0.27,0,1,0.0,1.0,7,0,1.0,1.0,-19.42,7,0
7,1.0,1.0,4,1,0.9747,0.0253,5,1,0.8466,0.7331,-26.871,5,0
7,0.176,0.03,5,4,0.2414,0.7586,7,0,0.4163,0.2369,-21.552,7,0
23,1.0,0.15,1,4,0.0002,0.9998,8,0,0.7953,0.6259,-28.103,8,0
27,0.875,0.67,0,4,0.0,1.0,6,0,0.7971,0.5999,-34.209,6,0
5,1.0,0.16,4,4,0.001,0.999,6,0,0.9761,0.9542,-33.299,6,0
14,0.0,0.91,3,0,1.0,0.0,4,1,0.7548,0.5176,-26.708,5,1
10,0.201,0.56,2,4,0.001,0.999,6,0,0.9554,0.913,-22.093,6,0
16,0.383,0.67,1,4,0.1697,0.8303,6,0,0.5914,0.3964,21.17,6,0
8,0.78,1.0,4,4,0.1467,0.8533,7,0,0.6606,0.4988,-16.156,7,0
7,0.0,0.0,5,0,1.0,0.0,4,1,0.4374,0.0133,-24.72,4,0
8,0.27,1.0,2,4,0.1889,0.8111,8,0,0.404,0.1434,-22.38,5,1
23,1.0,0.0,1,0,1.0,0.0,0,1,1.0,1.0,-28.988,0,0
28,0.49,0.46,0,4,0.0,1.0,6,0,0.947,0.895,-34.066,6,0
15,1.0,0.91,2,4,0.0018,0.9982,8,0,0.7332,0.4796,-27.77,8,0
5,0.0,0.06,4,0,1.0,0.0,0,1,0.6968,0.4852,-31.648,0,0
10,0.0,0.12,2,0,1.0,0.0,2,1,0.5732,0.1464,-18.162,5,1
1,1.0,1.0,5,8,0.0005,0.9995,6,0,0.6666,0.3414,-18.419,6,0
16,0.0,0.35,1,0,1.0,0.0,1,1,1.0,1.0,35.165,1,0
9,0.157,0.14,4,1,0.9445,0.0555,0,1,0.6866,0.4929,-15.391,0,0
8,1.0,1.0,4,4,0.9257,0.0743,1,1,0.7634,0.6676,-26.495,1,0
8,0.0,1.0,2,0,1.0,0.0,5,1,0.7335,0.4669,-25.549,5,0
29,0.083,0.26,0,4,0.0,1.0,6,0,0.9685,0.9377,-34.424,6,0
6,1.0,0.06,3,4,0.0015,0.9985,7,0,0.9778,0.9615,-31.038,7,0
11,1.0,0.12,1,4,0.0047,0.9953,9,0,0.5777,0.1876,-21.704,9,0
15,0.0,0.28,2,0,1.0,0.0,5,1,0.7312,0.4624,-27.482,5,0
24,0.463,1.0,1,4,0.0009,0.9991,8,0,0.6352,0.4262,-27.735,8,0
17,0.875,0.35,0,4,0.0,1.0,6,0,0.388,0.0255,24.188,6,0
9,1.0,1.0,1,4,0.058,0.942,8,0,0.7726,0.6884,-27.127,8,0
10,0.181,0.14,4,4,0.061,0.939,7,0,0.9274,0.8694,-19.559,7,0
9,0.731,1.0,4,4,0.9114,0.0886,3,1,0.673,0.5301,-27.882,3,0
16,1.0,0.28,1,4,0.0009,0.9991,8,0,0.9693,0.955,-29.951,8,0
2,0.903,1.0,5,8,0.0601,0.9399,22,0,0.4017,0.231,-16.718,22,0
24,0.0,0.91,1,0,1.0,0.0,2,1,1.0,1.0,-29.737,2,0
18,0.646,0.41,0,4,0.0,1.0,6,0,0.4212,0.0395,13.012,6,0
10,0.727,0.79,1,4,0.0634,0.9366,8,0,0.7735,0.69,-27.715,8,0
10,0.0,0.14,4,0,1.0,0.0,1,1,0.4383,0.0524,-20.603,2,1
1,1.0,1.0,5,8,0.0165,0.9835,25,0,0.4641,0.21,-10.44,25,0
10,0.328,1.0,4,4,0.6719,0.3281,1,1,0.6578,0.3706,-31.61,1,0
16,0.0,0.18,1,0,1.0,0.0,2,1,1.0,1.0,-30.236,2,0
7,1.0,1.0,3,1,0.8999,0.1001,3,1,0.5959,0.4228,-32.296,3,0
12,0.903,1.0,1,4,0.0034,0.9966,8,0,0.8141,0.7266,-18.756,8,0
3,0.03,0.65,5,4,0.1505,0.8495,6,0,0.4027,0.1206,-18.838,7,1
25,1.0,0.91,0,4,0.0,1.0,9,0,0.9779,0.9638,-30.63,9,0
19,0.309,0.47,0,4,0.0,1.0,6,0,0.4785,0.1808,2.888,6,0
11,1.0,0.14,3,4,0.0019,0.9981,7,0,0.9628,0.9276,-22.41,7,0
11,0.439,0.57,1,4,0.0706,0.9294,8,0,0.7701,0.6866,-28.259,8,0
