#{"t_start": 1785956156.2169805, "env_id": "poke-env-v0"}
r,l,t
-58.8,26,2.400185
-44.54,22,2.712463
-43.56,29,3.112887
33.101167,36,3.597203
-59.08,12,3.780446
-43.68,29,4.165459
-54.76,33,4.605963
-34.42,50,5.284656
-44.76,22,5.586158
-52.94,25,5.948853
-50.0,24,6.288885
-39.68,37,6.770243
-53.44,21,7.077367
-40.0,32,7.496237
-48.34,49,8.150477
-51.72,25,8.513752
-52.82,22,8.809016
-43.84,36,10.01264
-53.32,28,10.379833
-39.9,34,10.842299
-53.6,32,11.276863
-49.02,36,11.780364
-58.58,24,12.109344
-49.72,29,12.491359
-54.06,39,13.094408
-49.58,30,13.535423
-44.62,21,13.832036
-43.76,29,14.239673
-48.78,49,14.87866
-43.9,26,15.414546
-52.88,37,15.928087
-43.42,24,16.325086
-49.08,29,16.697618
-48.48,50,18.404367
-59.18,19,18.664872
-48.34,20,18.927824
-52.36,26,19.308265
-50.0,21,19.595618
-49.42,36,20.084662
-44.18,28,20.443579
-53.18,30,20.860184
-49.18,118,22.510584
-40.0,26,22.857936
-48.8,19,23.141947
-45.0,30,23.530401
-43.44,35,23.987102
-54.0,38,24.526153
-49.02,36,25.016517
-50.0,36,26.231637
-54.12,29,26.626851
-39.0,27,26.971878
-47.12,30,27.387928
-54.48,35,27.873461
-48.8,26,28.21816
-39.82,24,28.531829
-43.78,37,29.016687
-43.76,23,29.333495
-38.16,37,29.843622
-52.06,29,30.237354
-49.52,20,30.499853
-49.28,40,31.027299
-50.0,26,31.368053
-48.36,27,31.729564
-49.52,76,33.542842
-45.0,24,33.855535
-49.1,25,34.222738
-44.82,25,34.565918
-48.36,96,35.868741
-38.82,26,36.241061
-59.18,13,36.398803
-47.72,22,36.674317
-58.08,16,36.901011
-44.64,40,37.41624
-44.14,31,37.805533
-49.82,23,38.08855
-44.6,27,38.425917
-43.84,27,38.856686
-54.72,19,39.222084
-48.8,26,39.55301
-43.34,31,39.937875
-49.52,17,40.149042
-45.0,24,41.108295
-52.52,30,41.49139
-38.64,30,41.874463
-44.76,26,42.206892
-44.44,23,42.4892
-53.44,20,42.744505
-55.0,27,43.085642
-39.24,32,43.513774
-34.7,60,44.281236
-54.0,24,44.580093
-54.1,23,44.860239
-52.0,19,45.114327
-42.42,36,45.570188
-45.0,32,45.995672
-54.04,26,46.329977
-50.0,24,46.627031
-45.0,31,47.035938
-53.52,35,47.485057
-38.92,43,48.677588
-47.34,45,49.278157
-50.0,23,49.569571
-44.56,30,49.936265
-43.42,29,50.310327
-49.24,21,50.578018
-39.24,31,50.963547
-45.0,34,51.391381
-46.48,37,51.87361
-45.0,26,52.216601
-53.66,25,52.548636
-49.6,18,52.779797
-48.86,25,53.106696
-39.52,37,53.637002
-52.06,23,53.940711
-35.0,41,54.469266
-44.84,31,54.885879
-53.74,30,55.913453
-48.22,26,56.25842
-40.0,28,56.605577
-33.06,35,57.047734
-48.32,32,57.477873
-49.56,23,57.770145
-53.84,32,58.172782
-46.3,31,58.582492
-49.62,23,58.874207
-33.7,48,59.464767
-44.64,24,59.781598
-39.76,44,60.403021
-43.82,35,61.148783
-39.18,33,61.613794
-44.42,25,61.928971
-37.2,29,62.284211
-48.44,27,63.296976
-37.34,31,63.716994
-39.82,30,64.101876
-45.0,26,64.435394
-39.78,66,65.275987
-48.9,26,65.612011
-44.38,27,65.940281
-38.48,36,66.406082
-46.68,23,66.723424
-53.64,20,66.970088
-42.02,30,67.355166
-48.88,21,67.631451
-49.0,36,68.078663
33.006993,33,68.503528
-43.26,29,68.857118
-53.62,21,69.141966
-49.02,22,69.426385
-34.66,67,70.939136
-45.0,27,71.296845
-39.0,26,71.617653
-44.02,37,72.07505
-39.54,34,72.505682
-45.0,29,72.884098
-39.72,26,73.218995
-49.02,27,73.559105
-45.0,26,73.904758
-44.7,24,74.220466
-49.56,34,74.666234
-50.0,18,74.905218
-39.04,30,75.292459
-48.84,22,75.613794
-40.0,27,75.962048
-44.54,32,76.376443
-38.26,30,76.747919
-39.18,31,77.84272
-44.78,27,78.181027
-49.9,29,78.563303
-33.44,45,79.197602
-52.4,20,79.57311
34.445652,31,79.999737
39.883721,39,80.49478
-49.4,24,80.802008
34.036765,35,81.251495
-48.96,24,81.549448
-53.44,25,81.890015
-49.52,30,82.278234
-39.86,27,82.618056
-44.4,43,83.365722
-55.0,21,83.637574
-49.7,25,83.94399
-43.78,50,84.59658
-44.26,35,85.685606
-34.22,44,86.232777
-53.44,23,86.527292
-46.8,28,86.891398
-38.9,26,87.227848
-50.0,22,87.528684
-43.44,24,87.839804
-40.0,26,88.163227
-45.0,25,88.484506
-38.12,33,88.915812
-47.94,30,89.304835
-48.32,29,89.753049
-38.1,31,90.237895
-44.78,29,90.607875
-40.0,23,90.947291
33.706667,83,92.141607
-44.24,25,93.163166
-40.0,22,93.456799
-34.48,31,93.86713
-48.02,40,94.377952
46.816131,23,94.674474
-42.46,33,95.084247
-35.0,47,95.683253
33.748148,35,96.18551
-43.54,24,96.52929
37.546053,24,96.840449
-43.26,26,97.172085
-44.2,27,97.510827
-49.66,29,97.879723
-47.62,23,98.203614
-40.0,46,98.773304
34.664179,27,99.129426
-43.92,26,99.462896
-53.4,20,100.391824
-46.66,26,100.713214
-48.52,22,100.99581
-48.72,31,101.446589
-48.82,22,101.727968
-44.18,21,101.993686
-40.0,29,102.367343
-54.98,32,102.777871
-53.02,21,103.048012
-53.38,32,103.458875
-42.48,27,103.807792
-43.2,33,104.225725
-48.72,21,104.509822
-54.78,20,104.738478
