turn,own_hp,opp_hp,n_legal_switch,n_legal_move,p_switch,p_attack,top_action,top_is_switch,top_prob,margin,value,cf_fullhp_top,cf_flips
8,0.0,0.55,3,0,1.0,0.0,4,1,0.6282,0.298,5.755,4,0
11,0.0,0.77,2,0,1.0,0.0,2,1,0.8488,0.6977,-31.684,2,0
8,0.0,0.14,3,0,1.0,0.0,5,1,0.6085,0.3981,-21.319,5,0
16,0.704,0.61,2,4,0.1192,0.8808,7,0,0.3561,0.0607,-17.881,9,1
5,0.63,0.95,5,4,0.2404,0.7596,6,0,0.4915,0.3652,-27.24,9,1
12,1.0,0.67,1,4,0.0006,0.9994,8,0,0.7844,0.5803,-5.129,8,0
17,0.494,1.0,2,4,0.2856,0.7144,7,0,0.3811,0.1027,-12.284,1,1
6,0.396,0.42,4,4,0.2182,0.7818,7,0,0.414,0.2546,-27.95,7,0
6,0.0,0.8,4,0,1.0,0.0,0,1,0.6548,0.3894,-18.307,3,1
27,0.877,1.0,2,4,0.0111,0.9889,9,0,0.9187,0.8745,-16.761,9,0
9,1.0,0.55,2,4,0.0535,0.9465,6,0,0.4927,0.2479,4.414,6,0
12,0.578,0.77,1,4,0.0286,0.9714,7,0,0.8211,0.7403,-32.674,7,0
9,1.0,0.14,2,4,0.0806,0.9194,8,0,0.4081,0.0534,-23.139,8,0
17,0.366,0.44,2,4,0.1498,0.8502,7,0,0.3965,0.2087,-19.014,7,0
6,0.382,0.89,5,4,0.3386,0.6614,6,0,0.3139,0.0695,-28.116,9,1
13,0.34,0.15,1,4,0.0007,0.9993,8,0,0.8401,0.7467,-5.757,8,0
18,0.17,1.0,2,4,0.3038,0.6962,7,0,0.3505,0.0618,-17.421,1,1
7,0.943,0.8,3,4,0.0256,0.9744,6,0,0.5565,0.2373,-18.303,6,0
6,0.0,0.48,4,0,1.0,0.0,4,1,0.3565,0.0206,-21.536,1,1
28,0.466,0.41,2,4,0.0532,0.9468,7,0,0.7855,0.6896,-15.433,7,0
12,0.0,0.83,1,0,1.0,0.0,1,1,1.0,1.0,-31.965,1,0
17,0.0,0.23,2,0,1.0,0.0,2,1,0.6836,0.3672,-19.095,2,0
7,0.118,0.83,5,4,0.4497,0.5503,7,0,0.2531,0.0537,-29.049,6,1
19,0.229,1.0,2,4,0.302,0.698,7,0,0.3551,0.0659,-16.528,1,1
7,0.877,0.48,3,4,0.0581,0.9419,7,0,0.4099,0.1049,-23.091,7,0
10,1.0,1.0,2,4,0.1821,0.8179,8,0,0.555,0.4127,-19.886,8,0
29,0.075,0.09,2,4,0.0037,0.9963,7,0,0.9893,0.9852,-15.287,7,0
13,1.0,0.83,0,4,0.0,1.0,6,0,0.4966,0.1629,-32.543,6,0
10,0.792,1.0,2,4,0.0595,0.9405,9,0,0.8921,0.8377,1.956,9,0
18,1.0,0.23,1,4,0.2353,0.7647,7,0,0.3618,0.1265,-18.154,7,0
7,0.0,0.77,5,0,1.0,0.0,1,1,0.436,0.1921,-24.539,2,1
14,0.34,1.0,1,4,0.0004,0.9996,8,0,0.8807,0.7791,-5.451,8,0
8,0.519,1.0,3,4,0.0678,0.9322,6,0,0.6385,0.5225,-14.964,9,1
20,0.288,1.0,2,4,0.3005,0.6995,7,0,0.3595,0.0695,-15.496,1,1
11,0.625,0.68,2,4,0.1584,0.8416,9,0,0.591,0.3943,1.248,9,0
8,0.391,1.0,3,1,0.4795,0.5205,7,0,0.5205,0.3026,-22.764,7,0
11,0.488,0.42,2,4,0.2426,0.7574,9,0,0.3066,0.0208,-18.452,8,1
14,0.217,0.52,0,4,0.0,1.0,6,0,0.6331,0.4227,-32.695,6,0
8,1.0,0.77,4,4,0.0109,0.9891,7,0,0.9599,0.9313,-25.884,7,0
14,0.0,0.75,1,0,1.0,0.0,2,1,1.0,1.0,-1.485,2,0
20,0.0,1.0,2,0,1.0,0.0,1,1,0.9438,0.8876,-12.391,1,0
19,1.0,1.0,1,4,0.1585,0.8415,7,0,0.3703,0.1254,-26.429,7,0
9,0.189,0.78,3,4,0.0497,0.9503,6,0,0.6342,0.4773,-15.124,6,0
30,0.075,1.0,2,4,0.0,1.0,8,0,1.0,1.0,-11.021,8,0
12,0.472,0.58,2,4,0.3219,0.6781,6,0,0.437,0.1383,1.36,9,1
8,0.0,0.91,3,0,1.0,0.0,2,1,0.7253,0.4842,-23.47,1,1
12,0.548,0.07,2,4,0.1274,0.8726,8,0,0.4323,0.2228,-14.202,8,0
15,1.0,0.75,0,4,0.0,1.0,8,0,0.9035,0.8247,-1.327,8,0
21,0.535,1.0,1,4,0.0187,0.9813,6,0,0.436,0.0839,-15.638,6,0
10,0.211,0.57,3,4,0.0361,0.9639,6,0,0.7751,0.6511,-14.59,9,1
30,0.0,1.0,2,0,1.0,0.0,2,1,0.7513,0.5025,-6.704,1,1
20,0.694,0.85,1,4,0.168,0.832,7,0,0.363,0.145,-27.053,7,0
13,0.292,0.74,2,4,0.5246,0.4754,5,1,0.4938,0.1611,2.756,9,1
9,0.9,1.0,4,4,0.2089,0.7911,7,0,0.7521,0.597,-19.099,7,0
9,1.0,0.91,2,4,0.3227,0.6773,5,1,0.295,0.0675,-21.74,5,0
1,1.0,1.0,5,8,0.3993,0.6007,7,0,0.49,0.2146,-11.84,7,0
16,0.591,0.32,0,4,0.0,1.0,7,0,0.4174,0.12,1.092,7,0
21,0.0,0.4,1,0,1.0,0.0,4,1,1.0,1.0,-6.99,4,0
10,0.0,0.63,3,0,1.0,0.0,3,1,0.728,0.554,-15.691,3,0
31,1.0,1.0,1,4,0.0,1.0,8,0,1.0,1.0,-0.788,8,0
21,0.388,0.7,1,4,0.1765,0.8235,7,0,0.3736,0.1779,-27.357,7,0
14,0.586,0.74,2,4,0.6021,0.3979,4,1,0.5575,0.3393,8.264,4,0
10,0.283,0.86,4,4,0.343,0.657,7,0,0.514,0.3697,-21.977,7,0
13,0.181,1.0,2,4,0.1635,0.8365,8,0,0.5455,0.3016,-17.487,8,0
10,0.379,0.81,2,4,0.1163,0.8837,7,0,0.6031,0.4531,-24.408,7,0
1,0.0,0.71,5,0,1.0,0.0,5,1,0.4579,0.0774,-19.423,1,1
22,1.0,0.4,0,4,0.0,1.0,6,0,0.3202,0.0423,-15.155,6,0
11,1.0,0.63,2,4,0.005,0.995,8,0,0.9298,0.897,-11.906,8,0
31,0.0,0.61,1,0,1.0,0.0,1,1,1.0,1.0,-5.843,1,0
22,0.112,0.54,1,4,0.1688,0.8312,7,0,0.4052,0.2327,-27.449,7,0
14,0.0,0.74,2,0,1.0,0.0,2,1,0.6512,0.3024,3.175,5,1
10,0.0,0.59,4,0,1.0,0.0,3,1,0.9308,0.8921,-11.315,4,1
10,0.0,0.71,2,0,1.0,0.0,2,1,0.9303,0.8606,-23.662,2,0
13,0.0,0.63,2,0,1.0,0.0,2,1,0.6411,0.2821,-12.599,0,1
2,1.0,0.71,4,8,0.4966,0.5034,4,1,0.3839,0.2595,-17.447,4,0
1,1.0,1.0,5,8,0.6904,0.3096,4,1,0.4852,0.3743,-14.235,4,0
12,0.894,0.27,2,4,0.0005,0.9995,8,0,0.9815,0.9709,-9.997,8,0
32,0.226,0.61,0,4,0.0,1.0,7,0,0.4776,0.1095,-3.874,7,0
15,1.0,0.74,1,4,0.0228,0.9772,6,0,0.9675,0.9447,2.709,6,0
11,1.0,0.71,1,4,0.0729,0.9271,9,0,0.4334,0.1378,-25.76,9,0
22,0.0,0.38,1,0,1.0,0.0,5,1,1.0,1.0,-26.069,5,0
11,1.0,0.59,3,4,0.0,1.0,7,0,1.0,1.0,-14.484,7,0
2,0.702,1.0,5,8,0.2936,0.7064,9,0,0.2487,0.0433,-16.23,9,0
14,1.0,0.63,1,4,0.0328,0.9672,7,0,0.7555,0.5917,-14.114,7,0
3,0.547,0.57,4,8,0.1559,0.8441,6,0,0.3689,0.1796,-20.056,6,0
23,1.0,1.0,0,4,0.0,1.0,8,0,0.4123,0.1198,-6.25,8,0
23,1.0,0.38,0,4,0.0,1.0,7,0,0.4325,0.2034,-28.605,7,0
16,0.562,0.28,1,1,0.0,1.0,6,0,1.0,1.0,5.291,6,0
12,0.762,0.61,1,4,0.0868,0.9132,7,0,0.3464,0.1403,-24.319,7,0
13,0.894,1.0,2,4,0.0459,0.9541,9,0,0.9519,0.906,-5.23,9,0
3,0.445,0.61,5,8,0.3686,0.6314,22,0,0.2381,0.0088,-17.569,22,0
15,0.403,0.05,1,4,0.0115,0.9885,7,0,0.9304,0.8986,-15.303,7,0
3,0.0,0.41,4,0,1.0,0.0,1,1,0.4095,0.0526,-24.73,1,0
1,1.0,1.0,5,8,0.4327,0.5673,4,1,0.2874,0.0879,-20.037,4,0
24,0.628,0.15,0,1,0.0,1.0,7,0,1.0,1.0,-29.132,7,0
12,0.338,1.0,3,4,0.4636,0.5364,9,0,0.2167,0.0027,-10.539,9,0
14,0.586,0.37,2,4,0.2387,0.7613,9,0,0.556,0.3173,-5.532,9,0
4,0.347,0.56,5,4,0.5491,0.4509,3,1,0.3461,0.1883,-19.713,7,1
15,0.0,0.0,1,0,1.0,0.0,0,1,1.0,1.0,-13.675,0,0
4,1.0,0.41,3,8,0.2828,0.7172,3,1,0.1984,0.0005,-26.054,3,0
1,0.0,1.0,5,0,1.0,0.0,3,1,0.2964,0.0466,-18.553,2,1
12,0.0,1.0,3,0,1.0,0.0,4,1,0.7128,0.5552,-10.226,4,0
17,0.562,1.0,1,1,0.0,1.0,6,0,1.0,1.0,8.76,6,0
13,0.275,1.0,1,4,0.0328,0.9672,7,0,0.5084,0.2031,-19.803,9,1
16,1.0,1.0,0,4,0.0,1.0,9,0,0.5428,0.2797,-13.317,9,0
5,0.224,0.18,3,8,0.1563,0.8437,9,0,0.2442,0.0551,-25.691,9,0
5,0.477,0.36,5,4,0.5176,0.4824,0,1,0.2403,0.0342,-19.702,8,1
1,1.0,1.0,5,8,0.0981,0.9019,7,0,0.3878,0.2628,-17.049,7,0
2,1.0,1.0,4,8,0.0453,0.9547,6,0,0.4426,0.3078,-23.722,6,0
13,1.0,1.0,2,4,0.068,0.932,8,0,0.8955,0.8411,-3.498,8,0
25,0.195,1.0,0,1,0.0,1.0,7,0,1.0,1.0,-31.11,7,0
18,0.25,0.12,1,1,0.0,1.0,6,0,1.0,1.0,19.674,6,0
13,0.0,0.38,1,0,1.0,0.0,1,1,1.0,1.0,-19.289,1,0
17,0.682,0.82,0,1,0.0,1.0,9,0,1.0,1.0,-15.68,9,0
15,0.586,1.0,2,4,0.1458,0.8542,8,0,0.8497,0.704,-2.066,8,0
6,0.839,0.31,5,4,0.3303,0.6697,9,0,0.5788,0.3881,-18.326,9,0
2,0.463,0.41,5,2,0.5987,0.4013,7,0,0.2884,0.0305,-13.001,7,0
3,0.442,1.0,4,8,0.0829,0.9171,8,0,0.3095,0.0913,-24.826,6,1
14,0.693,0.17,2,1,0.2353,0.7647,8,0,0.7647,0.53,6.443,8,0
14,0.876,0.38,0,4,0.0,1.0,7,0,0.516,0.2262,-22.794,7,0
18,0.386,0.63,0,1,0.0,1.0,9,0,1.0,1.0,-16.019,9,0
15,0.0,1.0,2,0,1.0,0.0,4,1,1.0,1.0,2.375,4,0
6,0.125,1.0,3,8,0.035,0.965,7,0,0.5309,0.126,-24.175,7,0
15,0.693,0.38,2,1,0.5234,0.4766,5,1,0.5193,0.0428,8.867,8,1
1,1.0,1.0,5,8,0.2101,0.7899,25,0,0.5847,0.4373,-26.499,25,0
7,0.149,0.21,5,4,0.3124,0.6876,9,0,0.6059,0.4802,-23.251,9,0
19,0.098,0.46,0,1,0.0,1.0,9,0,1.0,1.0,-17.148,9,0
3,0.0,0.16,4,0,1.0,0.0,5,1,0.4601,0.1953,-16.156,1,1
15,0.368,0.27,0,4,0.0,1.0,7,0,0.5561,0.3617,-23.3,7,0
16,1.0,1.0,1,4,0.0,1.0,7,0,1.0,1.0,7.828,7,0
16,0.868,0.38,2,4,0.0072,0.9928,6,0,0.9162,0.8402,14.095,6,0
2,0.786,1.0,5,4,0.4196,0.5804,9,0,0.5678,0.2289,-32.738,9,0
7,0.0,0.21,5,0,1.0,0.0,5,1,0.3693,0.1547,-16.495,1,1
3,0.463,1.0,5,2,0.4921,0.5079,23,0,0.4731,0.0734,-14.6,23,0
7,0.026,1.0,3,8,0.0811,0.9189,6,0,0.2165,0.048,-12.184,25,1
4,1.0,0.16,3,8,0.0382,0.9618,22,0,0.8489,0.7968,-15.785,22,0
1,1.0,1.0,5,8,0.3312,0.6688,8,0,0.2538,0.005,-20.523,8,0
8,1.0,0.21,4,4,0.1295,0.8705,6,0,0.4279,0.1408,-21.463,6,0
4,0.463,0.65,5,1,0.7241,0.2759,5,1,0.4386,0.1627,-17.858,7,1
7,0.0,0.99,3,0,1.0,0.0,5,1,0.567,0.1675,-13.011,1,1
4,0.0,0.16,3,0,1.0,0.0,1,1,0.6881,0.4797,-18.275,1,0
2,0.206,0.23,5,8,0.4633,0.5367,8,0,0.2267,0.0418,-24.662,8,0
17,0.355,0.17,2,4,0.0136,0.9864,7,0,0.9827,0.9693,17.588,7,0
3,0.846,1.0,5,4,0.1709,0.8291,8,0,0.8224,0.7356,-29.223,8,0
9,1.0,0.07,4,1,0.1305,0.8695,6,0,0.8695,0.7536,-20.031,6,0
1,1.0,1.0,5,8,0.3539,0.6461,6,0,0.2895,0.0695,-29.944,6,0
8,1.0,0.99,2,8,0.0132,0.9868,22,0,0.5587,0.3754,-8.449,22,0
5,0.799,0.65,5,4,0.3509,0.6491,7,0,0.3434,0.0928,-18.26,7,0
5,1.0,0.16,2,4,0.1816,0.8184,6,0,0.3873,0.1118,-16.611,6,0
4,0.35,0.44,5,4,0.5699,0.4301,4,1,0.3772,0.032,-27.241,8,1
17,0.0,0.02,2,0,1.0,0.0,4,1,0.9665,0.9331,26.511,4,0
2,0.47,0.84,5,8,0.2084,0.7916,23,0,0.4675,0.3443,-32.694,23,0
6,0.161,0.42,5,1,0.9548,0.0452,4,1,0.3727,0.1573,-21.315,7,1
5,0.612,0.44,5,4,0.2324,0.7676,8,0,0.579,0.4221,-28.946,8,0
3,0.206,1.0,5,8,0.0917,0.9083,22,0,0.8305,0.7788,-19.234,22,0
10,1.0,1.0,4,1,0.6976,0.3024,1,1,0.4628,0.1604,-17.351,1,0
3,0.181,0.56,5,4,0.1654,0.8346,6,0,0.5624,0.3551,-37.051,6,0
18,1.0,0.02,1,4,0.0,1.0,8,0,0.9999,0.9998,26.644,8,0
9,0.903,1.0,2,4,0.0318,0.9682,7,0,0.6192,0.433,13.152,7,0
1,1.0,1.0,5,8,0.1111,0.8889,24,0,0.5506,0.4383,-19.418,24,0
7,0.871,0.42,5,4,0.0161,0.9839,6,0,0.8576,0.7512,-22.258,6,0
6,1.0,1.0,2,4,0.2588,0.7412,7,0,0.2652,0.0627,-17.59,7,0
6,0.163,0.06,5,4,0.2125,0.7875,8,0,0.3607,0.1341,-27.868,8,0
3,0.0,1.0,5,0,1.0,0.0,1,1,0.4349,0.0874,-21.339,1,0
11,0.796,1.0,4,4,0.7983,0.2017,5,1,0.5436,0.3263,-21.537,5,0
3,0.0,0.32,5,0,1.0,0.0,5,1,0.3791,0.0055,-31.702,5,0
1,0.0,0.0,5,0,1.0,0.0,5,1,0.4284,0.2564,-24.314,3,1
10,0.209,0.89,2,4,0.0478,0.9522,7,0,0.4487,0.1744,11.269,8,1
7,0.0,0.24,5,0,1.0,0.0,1,1,0.5456,0.3376,-20.237,1,0
7,0.364,0.91,2,4,0.3483,0.6517,2,1,0.282,0.0727,-19.845,9,1
6,0.0,0.06,5,0,1.0,0.0,2,1,0.4804,0.2757,-31.597,2,0
4,1.0,0.32,4,4,0.0259,0.9741,6,0,0.9555,0.9365,-34.706,6,0
12,0.238,1.0,4,4,0.6991,0.3009,3,1,0.5379,0.3757,-26.242,7,1
1,1.0,1.0,5,8,0.4662,0.5338,23,0,0.2608,0.0709,-29.106,23,0
2,1.0,1.0,4,4,0.2249,0.7751,7,0,0.5259,0.3442,-29.522,7,0
4,1.0,1.0,4,4,0.0177,0.9823,8,0,0.9522,0.9313,-17.966,8,0
8,1.0,0.24,4,4,0.3676,0.6324,7,0,0.3923,0.1354,-20.93,7,0
19,1.0,1.0,1,1,0.0006,0.9994,8,0,0.9994,0.9987,19.347,8,0
8,0.472,0.91,2,4,0.4681,0.5319,1,1,0.3385,0.1063,-26.23,7,1
7,1.0,0.06,4,4,0.0085,0.9915,7,0,0.9724,0.9621,-26.503,7,0
10,0.0,0.89,2,0,1.0,0.0,1,1,0.7036,0.4072,7.131,2,1
13,0.538,1.0,4,4,0.6704,0.3296,4,1,0.2637,0.0192,-27.406,5,1
2,0.145,1.0,5,4,0.3822,0.6178,7,0,0.5424,0.3487,-24.381,7,0
8,0.0,0.91,2,0,1.0,0.0,2,1,0.854,0.708,-25.97,2,0
5,1.0,1.0,4,4,0.0621,0.9379,6,0,0.4461,0.1041,-24.042,6,0
11,1.0,0.89,1,4,0.0021,0.9979,7,0,0.7327,0.5622,-5.097,7,0
14,0.347,1.0,4,4,0.3864,0.6136,7,0,0.3189,0.0686,-25.269,6,1
2,0.0,0.46,5,0,1.0,0.0,5,1,0.6397,0.4702,-19.524,5,0
3,0.626,1.0,4,4,0.0848,0.9152,6,0,0.6584,0.4434,-12.849,6,0
9,0.512,1.0,4,4,0.1866,0.8134,7,0,0.6112,0.5078,-22.643,7,0
8,1.0,1.0,4,4,0.7275,0.2725,3,1,0.274,0.079,-28.86,3,0
1,1.0,1.0,5,8,0.5281,0.4719,4,1,0.2439,0.078,-23.175,4,0
9,0.472,0.91,1,4,0.1603,0.8397,7,0,0.3621,0.0692,-26.981,7,0
5,0.577,1.0,4,1,0.999,0.001,4,1,0.8903,0.8339,-17.713,4,0
6,0.404,0.79,4,4,0.1356,0.8644,8,0,0.4085,0.1327,-27.808,6,1
14,0.0,1.0,4,0,1.0,0.0,3,1,0.2585,0.0039,-25.113,1,1
3,1.0,0.46,4,4,0.3615,0.6385,7,0,0.3403,0.1597,-23.39,7,0
4,0.235,0.41,4,4,0.0129,0.9871,6,0,0.7803,0.5773,-8.216,6,0
10,0.279,0.42,4,4,0.02,0.98,7,0,0.9727,0.9575,-22.459,7,0
12,0.53,0.61,1,4,0.005,0.995,7,0,0.8275,0.7451,-6.596,7,0
8,0.0,1.0,4,0,1.0,0.0,5,1,0.6435,0.4978,-31.012,5,0
2,0.658,1.0,5,8,0.2786,0.7214,22,0,0.3219,0.154,-22.782,22,0
9,0.0,0.91,1,0,1.0,0.0,0,1,1.0,1.0,-27.362,0,0
6,0.0,0.85,4,0,1.0,0.0,1,1,0.377,0.1041,-35.744,1,0
15,0.538,1.0,3,4,0.4112,0.5888,9,0,0.2775,0.0315,-29.672,5,1
6,1.0,1.0,4,4,0.0005,0.9995,6,0,0.9913,0.9845,-11.765,6,0
4,1.0,1.0,4,4,0.3193,0.6807,9,0,0.3089,0.0506,-21.505,9,0
4,0.0,0.41,4,0,1.0,0.0,3,1,0.6627,0.5088,-11.851,3,0
9,1.0,1.0,3,4,0.3993,0.6007,7,0,0.4183,0.2256,-28.736,7,0
13,0.57,0.34,1,4,0.0034,0.9966,7,0,0.9038,0.8695,1.844,7,0
2,0.0,0.31,5,0,1.0,0.0,1,1,0.328,0.0583,-18.852,1,0
10,1.0,0.91,0,4,0.0,1.0,7,0,0.542,0.277,-28.362,7,0
7,1.0,0.85,3,4,0.4422,0.5578,7,0,0.3273,0.1065,-34.515,7,0
15,0.0,1.0,3,0,1.0,0.0,5,1,0.591,0.3662,-26.786,5,0
5,1.0,0.82,4,4,0.2473,0.7527,7,0,0.4722,0.2629,-23.587,7,0
11,0.047,1.0,4,4,0.1949,0.8051,7,0,0.79,0.6223,-17.856,7,0
5,1.0,0.41,3,4,0.6657,0.3343,2,1,0.3682,0.0778,-13.768,2,0
10,0.608,0.9,3,4,0.2575,0.7425,7,0,0.5189,0.3599,-28.481,7,0
7,0.586,0.31,4,4,0.0,1.0,6,0,0.9992,0.9986,-10.346,6,0
3,1.0,0.31,4,4,0.1159,0.8841,9,0,0.4852,0.1238,-21.73,9,0
11,0.377,0.48,0,4,0.0,1.0,7,0,0.6518,0.4879,-30.089,7,0
8,0.9,0.64,3,4,0.5421,0.4579,3,1,0.346,0.0866,-34.218,3,0
16,0.238,1.0,2,4,0.4963,0.5037,1,1,0.4411,0.2742,-26.978,7,1
6,0.514,0.88,4,4,0.3927,0.6073,7,0,0.2786,0.0991,-26.051,7,0
11,0.0,0.91,4,0,1.0,0.0,3,1,0.8244,0.6899,-20.668,3,0
6,0.63,0.41,3,4,0.1816,0.8184,8,0,0.3286,0.0962,-12.096,8,0
11,0.547,0.75,3,4,0.2794,0.7206,7,0,0.3508,0.159,-29.931,7,0
3,0.0,0.31,4,0,1.0,0.0,5,1,0.4371,0.0789,-19.805,3,1
14,0.399,1.0,1,4,0.0114,0.9886,7,0,0.8401,0.7776,6.332,7,0
9,0.66,0.7,3,4,0.3018,0.6982,7,0,0.346,0.1718,-38.471,7,0
17,0.796,1.0,2,4,0.2872,0.7128,8,0,0.4025,0.1416,-29.003,8,0
7,1.0,0.94,4,4,0.2905,0.7095,7,0,0.4285,0.2178,-24.248,7,0
12,1.0,0.91,3,4,0.0033,0.9967,8,0,0.9959,0.9935,-18.052,8,0
7,0.191,0.09,3,4,0.1698,0.8302,7,0,0.3658,0.0702,-12.853,8,1
11,0.0,0.48,3,0,1.0,0.0,1,1,0.4616,0.0006,-28.635,2,1
4,1.0,0.31,3,4,0.1374,0.8626,8,0,0.4974,0.3445,-23.344,8,0
8,0.648,1.0,4,4,0.0048,0.9952,6,0,0.7915,0.5956,-1.711,6,0
1,1.0,1.0,5,8,0.2824,0.7176,8,0,0.2674,0.0537,-21.273,8,0
10,0.314,0.4,3,4,0.3163,0.6837,7,0,0.3681,0.2138,-38.217,7,0
15,0.326,0.82,1,4,0.0137,0.9863,7,0,0.8355,0.7695,8.61,7,0
18,0.973,1.0,2,4,0.2695,0.7305,8,0,0.3984,0.146,-28.513,8,0
8,0.514,1.0,4,4,0.4019,0.5981,7,0,0.2994,0.1091,-26.553,7,0
12,0.0,0.81,3,0,1.0,0.0,2,1,0.64,0.4343,-22.427,2,0
7,0.191,0.0,3,0,1.0,0.0,4,1,0.6602,0.3205,-19.853,4,0
12,1.0,0.48,2,4,0.0901,0.9099,7,0,0.6039,0.4223,-28.655,7,0
2,0.312,0.89,5,8,0.6122,0.3878,4,1,0.3555,0.2122,-23.973,24,1
9,0.299,0.49,4,4,0.0003,0.9997,7,0,0.84,0.6892,0.603,7,0
10,0.0,0.13,3,0,1.0,0.0,4,1,0.3741,0.0121,-36.383,4,0
19,1.0,1.0,2,4,0.2668,0.7332,8,0,0.3857,0.1338,-28.415,8,0
9,0.562,1.0,4,4,0.3913,0.6087,7,0,0.3204,0.1325,-26.365,7,0
13,1.0,0.81,2,4,0.0884,0.9116,8,0,0.831,0.7573,-22.706,8,0
16,0.284,0.64,1,4,0.0199,0.9801,7,0,0.7923,0.7003,9.93,7,0
13,1.0,0.48,2,4,0.0941,0.9059,7,0,0.5787,0.3763,-28.676,7,0
5,1.0,1.0,3,4,0.0595,0.9405,7,0,0.6923,0.5995,-25.352,7,0
3,0.357,0.95,5,8,0.6694,0.3306,3,1,0.4942,0.3671,-23.127,3,0
9,0.0,0.49,4,0,1.0,0.0,3,1,0.5488,0.3561,-0.314,3,0
11,1.0,0.13,2,4,0.0036,0.9964,7,0,0.9695,0.9568,-35.317,7,0
16,0.0,0.64,1,0,1.0,0.0,2,1,1.0,1.0,10.605,2,0
8,1.0,1.0,3,4,0.3926,0.6074,9,0,0.605,0.2135,-13.208,9,0
20,1.0,1.0,2,4,0.2659,0.7341,8,0,0.3711,0.119,-28.397,8,0
10,0.514,1.0,4,4,0.4086,0.5914,7,0,0.2932,0.0963,-26.464,7,0
14,0.429,0.44,2,4,0.1635,0.8365,8,0,0.5922,0.3629,-23.645,8,0
14,1.0,0.48,2,4,0.0985,0.9015,7,0,0.5464,0.3168,-28.689,7,0
6,0.598,0.15,3,4,0.0138,0.9862,7,0,0.8824,0.8055,-23.687,7,0
10,0.878,0.49,3,4,0.0179,0.9821,7,0,0.9221,0.8879,-6.447,7,0
4,0.724,1.0,5,8,0.3448,0.6552,6,0,0.2293,0.0025,-23.731,6,0
8,0.0,1.0,3,0,1.0,0.0,2,1,0.4598,0.0327,-22.607,3,1
17,1.0,0.64,0,4,0.0,1.0,9,0,0.9644,0.9451,9.17,9,0
21,1.0,1.0,2,4,0.2638,0.7362,8,0,0.3564,0.1054,-28.379,8,0
11,0.5,1.0,4,4,0.416,0.584,7,0,0.2838,0.081,-26.454,7,0
14,0.0,0.35,2,0,1.0,0.0,0,1,0.5114,0.0227,-22.889,5,1
15,1.0,0.48,2,4,0.1034,0.8966,7,0,0.506,0.2416,-28.695,7,0
12,0.901,1.0,2,4,0.0352,0.9648,7,0,0.4654,0.185,-33.003,7,0
5,0.096,1.0,5,8,0.4898,0.5102,4,1,0.2672,0.1144,-21.319,6,1
9,0.191,1.0,2,4,0.0104,0.9896,8,0,0.9115,0.862,-16.705,8,0
22,1.0,1.0,2,4,0.2604,0.7396,8,0,0.3419,0.0932,-28.361,8,0
12,0.521,1.0,4,3,0.8319,0.1681,4,1,0.5536,0.4206,-25.409,4,0
7,0.127,1.0,3,4,0.2787,0.7213,7,0,0.3277,0.1441,-25.819,8,1
15,0.463,0.35,1,4,0.0338,0.9662,7,0,0.3651,0.0491,-21.088,7,0
16,1.0,0.48,2,4,0.1082,0.8918,7,0,0.4569,0.1485,-28.694,7,0
13,0.042,0.85,2,4,0.0437,0.9563,7,0,0.48,0.2295,-40.707,7,0
6,0.27,1.0,5,8,0.3754,0.6246,23,0,0.1858,0.0403,-19.901,1,1
9,0.0,1.0,2,0,1.0,0.0,3,1,0.636,0.2721,-21.945,3,0
23,1.0,1.0,2,4,0.2557,0.7443,8,0,0.3279,0.0829,-28.345,8,0
11,0.78,1.0,3,4,0.1005,0.8995,8,0,0.8711,0.8101,-1.386,8,0
13,0.937,1.0,4,4,0.254,0.746,9,0,0.4776,0.2972,-25.84,9,0
18,1.0,1.0,0,1,0.0,1.0,9,0,1.0,1.0,15.792,9,0
7,0.0,1.0,3,0,1.0,0.0,3,1,0.6047,0.3155,-24.409,3,0
17,1.0,0.48,2,4,0.1124,0.8876,7,0,0.3994,0.0369,-28.685,7,0
13,0.0,0.71,2,0,1.0,0.0,1,1,0.6042,0.2083,-38.354,1,0
6,0.0,1.0,5,0,1.0,0.0,0,1,0.4171,0.2348,-12.618,1,1
10,1.0,1.0,1,4,0.1289,0.8711,7,0,0.5291,0.3611,-22.405,7,0
24,1.0,1.0,2,4,0.2497,0.7503,8,0,0.3146,0.0746,-28.329,8,0
8,1.0,1.0,2,4,0.0375,0.9625,6,0,0.508,0.0942,-22.555,6,0
14,0.833,1.0,4,4,0.2357,0.7643,9,0,0.4384,0.2655,-23.919,9,0
12,0.047,0.67,3,4,0.4793,0.5207,5,1,0.3578,0.0341,-4.491,8,1
16,0.25,1.0,1,1,0.6382,0.3618,5,1,0.6382,0.2763,-22.749,7,1
14,0.9,0.71,1,4,0.0074,0.9926,7,0,0.4652,0.2423,-33.071,7,0
18,1.0,0.48,2,4,0.1152,0.8848,8,0,0.4269,0.0914,-28.668,8,0
7,0.312,1.0,4,4,0.2724,0.7276,8,0,0.3221,0.0392,-22.777,8,0
11,0.144,1.0,1,4,0.1424,0.8576,7,0,0.4867,0.3443,-25.216,7,0
25,1.0,1.0,2,3,0.3269,0.6731,5,1,0.3038,0.001,-30.225,5,0
15,0.765,1.0,4,4,0.1779,0.8221,9,0,0.3591,0.1205,-21.611,9,0
