#{"t_start": 1785940291.4750557, "env_id": "poke-env-v0"}
r,l,t
-41.81,36,2.508669
-41.62,25,2.829957
-47.47,27,3.204937
-38.71,24,3.532425
-38.28,37,4.029337
-41.48,25,4.365195
-35.56,40,4.879418
-41.81,26,5.511364
-38.68,34,5.973835
32.954861,51,6.657513
-40.94,41,7.215455
-43.31,36,7.684316
-43.74,30,8.066805
32.262963,65,8.922961
33.0,42,10.134664
32.044,47,10.749884
-41.09,27,11.112978
-41.63,37,11.603778
-35.02,38,12.115988
-35.34,50,12.766007
35.928302,37,13.249632
-38.78,24,13.565306
-30.0,61,14.389358
-41.35,35,14.837501
-44.68,27,15.199647
-44.59,18,15.425511
-44.98,37,15.891594
-38.27,29,16.273389
-38.08,34,17.416754
-35.71,37,17.90995
-35.07,34,18.361398
-35.49,39,18.879555
-32.43,34,19.317451
-35.25,37,19.821941
-33.0,48,20.467993
-36.0,34,20.908098
-40.63,35,21.395775
-41.63,26,21.74741
-35.12,31,22.147444
-35.75,37,22.654743
-37.93,37,23.156977
-37.54,30,23.539632
-41.39,25,23.872935
35.391383,46,25.108987
-35.6,41,25.657167
-38.21,34,26.101502
-41.86,28,26.461099
-34.64,42,26.990265
-31.78,36,27.467764
-38.54,32,27.89277
-38.35,56,28.62029
-41.17,27,28.980072
-35.85,70,29.903972
-37.98,32,30.316334
-33.0,36,30.757633
-35.49,37,31.527213
40.895317,47,32.83975
-32.23,41,33.376998
-32.67,39,33.969661
-35.4,43,34.530518
35.194703,27,34.872314
41.054349,25,35.218524
-39.0,29,35.600555
-35.77,27,35.984669
42.94509,25,36.292608
33.0,61,37.111682
35.268513,40,37.644946
-32.15,36,38.108345
-38.7,80,39.83639
-35.44,35,40.299308
32.215909,35,40.763291
-35.62,45,41.362672
34.368735,29,41.730066
-32.03,38,42.240533
32.827778,47,42.870241
-35.32,33,43.293561
-46.7,23,43.593696
35.515671,56,44.362357
-38.15,33,44.795392
-41.18,29,45.180717
-38.78,29,45.551361
-34.82,38,46.057854
-35.4,63,47.587048
-35.41,56,48.337541
-37.7,27,48.692619
-33.0,43,49.241539
-35.73,32,49.675538
-35.88,38,50.19129
-38.16,31,50.58249
-38.85,38,51.076368
-32.1,38,51.574114
-41.53,25,51.89846
-33.0,35,52.380687
-38.41,30,52.851753
-35.16,49,53.497059
-41.46,30,53.894284
-35.83,26,54.950585
-41.79,22,55.22791
34.703965,50,55.894778
-41.66,36,56.380503
-32.63,45,56.958982
-34.63,34,57.796092
32.748276,35,58.265092
-32.58,29,58.634794
40.529922,33,59.057921
32.903346,32,59.488055
-38.87,33,59.948148
32.134615,42,60.527008
32.182979,46,61.13205
32.668033,48,61.785291
-38.31,32,62.860417
-32.2,36,63.360602
32.096026,62,64.201383
-41.27,32,64.632427
-38.04,28,65.015428
-35.57,31,65.438514
-38.0,34,65.925615
35.267606,81,67.002177
-41.15,30,67.408301
-38.12,30,67.816633
-37.71,38,68.325102
-36.0,39,68.859808
-32.32,35,69.305886
-41.89,23,69.613432
32.779221,36,70.772679
-42.0,26,71.133265
-35.39,35,71.576149
-35.59,33,72.030744
-35.9,43,72.611996
-38.58,27,72.972254
32.005102,32,73.406733
-39.0,25,73.766132
33.0,43,74.333306
