#{"t_start": 1785940291.4915373, "env_id": "poke-env-v0"}
r,l,t
-41.14,20,2.259577
-41.61,24,2.599231
-41.51,27,2.9504
-39.0,33,3.396891
-32.88,49,4.073391
-41.51,29,4.444652
-35.52,37,4.936867
-39.0,31,5.657724
-42.0,24,5.960822
-37.95,90,7.167839
35.216667,85,8.27655
-38.19,29,8.655121
-35.29,34,9.110444
-39.0,29,10.159519
-41.79,31,10.559168
-40.46,36,11.015864
-40.51,41,11.560386
-47.92,30,11.971877
-36.0,30,12.370977
-31.74,63,13.185363
-33.0,40,13.709846
-41.29,44,14.315691
-42.0,27,14.664239
-44.78,29,15.055471
-37.52,30,15.443303
-41.56,29,15.798832
-43.93,43,16.381736
-38.7,38,17.569519
-41.46,33,18.007903
32.057823,72,18.967301
33.0,45,19.544824
-38.58,30,19.951889
-35.27,26,20.308418
-35.76,44,20.87192
-35.3,33,21.328875
-45.0,26,21.693987
35.032626,30,22.073972
-44.21,25,22.424271
-41.76,38,22.936165
-33.0,61,23.734301
-38.69,54,25.072679
-44.62,31,25.490811
-35.42,34,25.932064
-35.58,32,26.353958
-41.94,25,26.673001
-37.56,30,27.066606
-41.42,30,27.452079
-38.81,38,27.963607
-41.51,28,28.323107
-40.82,39,28.837809
-38.31,34,29.276512
-38.42,35,29.723675
-45.0,38,30.220278
-39.0,65,31.352502
-33.0,31,32.458715
35.149068,36,32.930869
33.0,43,33.492162
-38.47,23,33.862998
-32.35,41,34.378784
-35.58,37,34.878863
-41.06,26,35.231293
31.519011,30,35.635567
-35.63,32,36.062478
-35.15,47,36.681084
-38.77,33,37.126635
-32.65,49,37.782011
-35.52,25,38.097111
-32.91,40,38.631858
-38.3,70,40.212932
-36.0,34,40.669119
-38.32,27,41.025353
-32.0,31,41.436543
32.043027,40,41.957921
-41.58,37,42.444131
-35.57,23,42.744437
38.992091,34,43.198306
-35.98,42,43.766409
32.130031,56,44.509227
-38.3,44,45.085443
-35.51,41,45.633454
-47.13,23,45.938946
-38.53,30,46.334218
35.075675,53,47.749501
32.271739,38,48.242877
35.251406,43,48.805007
-36.0,23,49.096706
-32.91,34,49.556347
-34.6,41,50.090084
-35.9,36,50.571775
-31.76,71,51.489276
-38.39,33,51.927782
36.0,30,52.325006
-33.0,38,52.926305
-41.61,25,53.255449
37.900356,52,53.946435
32.800623,42,55.181091
32.416667,59,55.972941
-32.62,49,56.633134
-38.04,35,57.16308
-35.4,50,58.130629
34.79996,42,58.673345
-38.46,19,58.912841
-38.58,32,59.343678
34.709795,33,59.797143
-38.17,55,60.554543
-38.07,32,60.978483
32.335821,47,61.591551
-38.2,48,62.913871
-41.36,27,63.275858
32.563467,44,63.880396
-35.67,39,64.405119
32.752066,36,64.896122
-39.0,26,65.239103
-41.72,30,65.645835
32.705455,39,66.201702
-38.84,27,66.569832
-32.27,37,67.082559
-39.0,27,67.428026
-43.87,28,67.798473
-32.3,39,68.329508
35.846743,27,68.679401
-32.29,33,69.103157
-44.01,26,69.469285
-37.53,62,70.967564
32.263538,70,71.905062
35.096385,37,72.386397
-45.0,12,72.562805
38.078616,39,73.087181
-35.7,37,73.614175
33.0,37,74.121374
-31.77,30,74.534429
-38.75,25,74.836679
-32.76,39,75.362604
-35.59,26,75.767359
38.943775,36,76.264287
-38.05,26,76.624327
-41.61,31,77.044973
-41.06,24,78.025222
-33.0,27,78.405411
-38.26,32,78.837094
-38.46,29,79.212751
-38.72,38,79.726299
-40.91,32,80.170068
-38.57,31,80.564782
-44.56,22,80.87939
37.646857,26,81.241265
-39.0,40,81.790529
-32.58,37,82.280998
-38.1,53,83.272652
-44.57,24,83.636758
-42.0,14,83.825225
-33.0,47,84.451632
40.974176,27,84.800892
-36.0,33,85.897737
-38.33,28,86.260648
-32.62,31,86.697183
-37.69,32,87.218551
37.611955,50,87.890759
-32.41,31,88.315029
32.055556,44,88.915922
-32.34,44,89.486387
-35.5,36,89.976672
-34.91,29,90.364161
-34.87,40,90.894633
-33.0,31,91.315216
-41.88,20,91.582386
-35.67,31,92.012779
-35.66,37,92.500217
-32.31,35,93.643439
-34.66,33,94.086776
34.900336,27,94.461064
-38.18,22,94.756266
38.560185,41,95.302327
32.805158,97,96.650344
-38.75,48,97.306008
32.060932,32,97.769987
40.736072,49,98.457573
