#{"t_start": 1785945669.8038392, "env_id": "poke-env-v0"}
r,l,t
-38.65,28,2.250231
-41.48,28,2.485752
-43.39,33,2.768976
-35.81,34,3.040027
-35.87,48,3.662681
-41.81,25,3.875233
-41.17,33,4.158614
-44.41,27,4.656072
-44.53,35,5.023609
36.0,41,5.518313
-41.57,36,5.917464
-37.97,26,6.192683
-38.75,24,6.436496
-43.82,25,6.700407
-43.72,30,7.079524
-44.16,35,7.480458
-47.33,21,7.722029
-41.48,25,8.008881
-44.26,31,8.43882
-44.36,32,8.805192
-41.32,39,9.217958
-44.01,24,9.473043
-41.22,35,9.847012
-47.82,30,10.147524
-41.09,28,10.454631
-45.0,33,10.811931
-42.0,31,11.131732
-41.26,49,11.64217
-37.64,29,12.023461
-41.53,24,13.004693
-35.95,40,13.432158
-44.13,19,13.621984
-37.92,30,13.938324
-41.91,38,14.358625
-43.27,22,14.603954
-38.52,22,14.835878
-44.1,31,15.152609
-35.64,52,15.721686
-39.0,32,16.06
-43.96,20,16.281691
-42.0,25,16.556305
-47.09,28,16.855616
-33.0,37,17.309088
-38.81,30,17.619486
-41.68,22,17.878348
-45.0,25,18.133052
-38.64,28,18.428412
-44.5,31,18.777698
-41.87,22,18.994782
-32.42,37,19.398086
-43.67,28,19.706986
-38.02,35,20.083474
-44.02,25,20.359842
-39.0,22,20.579381
-38.18,24,20.81882
-40.65,28,21.141629
-44.72,19,21.34348
-38.66,62,21.993387
-38.02,26,22.270167
-44.65,23,22.499656
-41.25,30,22.820282
-41.54,43,23.286891
-38.12,23,23.547653
-33.0,34,24.142727
-36.0,32,24.480191
-44.68,24,24.751787
-33.0,45,25.252991
-39.0,26,25.535282
32.58952,48,26.024237
-44.46,21,26.244552
-42.0,19,26.456267
-44.34,28,26.753093
-44.69,25,27.007364
-42.0,39,27.41559
-44.28,21,27.636919
-47.05,18,28.815481
-44.67,33,29.179785
-35.64,32,29.518695
-38.11,45,29.976582
-45.0,23,30.226132
-40.99,25,30.481115
-41.15,35,30.855183
-43.2,31,31.186856
-47.37,18,31.398379
-45.0,27,31.688821
-42.0,26,31.953574
-44.57,24,32.222903
-45.0,22,32.439764
-38.52,31,32.791891
-41.71,32,33.134126
-44.82,41,33.551116
-44.03,28,33.856776
-41.31,25,34.13536
-36.0,25,34.423928
-44.22,19,34.651185
-35.09,27,34.937719
-40.32,30,35.244739
-44.16,21,35.473713
34.858875,38,35.880279
-47.22,21,36.140085
-39.0,26,36.422489
-47.76,17,36.617103
-41.68,22,36.85983
-41.7,30,37.199024
-44.71,26,37.47064
-41.5,25,37.701913
-42.0,32,38.045339
-38.81,25,38.308603
-45.0,23,38.55091
-44.68,19,38.750389
-35.51,40,39.180413
-41.76,36,39.559697
-41.18,33,39.898945
-37.9,28,40.923564
-44.91,25,41.281391
-44.94,25,41.651564
-41.71,26,41.925198
-42.0,20,42.137922
-41.22,32,42.49203
-36.0,33,42.853761
-44.05,16,43.031731
-38.31,28,43.30864
-34.78,32,43.662816
-43.12,38,44.062003
-44.84,23,44.565428
-32.25,38,44.968448
-41.82,31,45.28719
-38.81,27,45.576638
-44.46,24,45.824892
-32.29,32,46.167897
-36.87,28,46.463611
-41.08,26,46.734685
-42.71,40,47.178882
-36.0,34,47.532366
-38.58,34,47.914047
-44.81,25,48.188749
-40.21,28,48.47874
-47.21,16,48.653832
-38.36,28,48.944832
-44.87,33,49.324415
-41.3,34,49.671711
-40.97,28,49.988235
-35.29,41,50.433389
-38.24,25,50.703782
-38.71,24,51.664839
-43.72,29,51.982004
-35.46,34,52.333688
-37.74,38,52.737296
-35.46,34,53.12654
-41.73,36,53.493767
-41.76,38,53.911871
-43.39,26,54.172368
-41.82,28,54.461704
-45.0,26,54.752982
-41.76,27,55.047868
-38.19,31,55.362858
-40.52,29,55.687063
-43.55,21,55.907379
-41.76,29,56.21239
-41.18,26,56.492352
-38.64,26,56.766382
-41.16,28,57.058662
-41.26,29,57.36062
-42.0,29,57.680508
-42.0,30,58.001209
-44.67,28,58.311436
-35.61,36,58.651113
-47.74,30,58.979731
-38.38,34,59.335948
-44.12,23,59.587778
-38.45,24,59.845246
-41.41,28,60.157206
-42.0,23,60.449947
-38.36,25,61.14423
-38.71,28,61.442905
-41.77,23,61.68343
-32.52,37,62.059875
-44.61,34,62.401295
-40.02,22,62.652081
-35.89,32,63.001548
-44.32,23,63.309838
-41.87,24,63.579898
-44.46,23,63.799865
-44.57,24,64.070919
-41.61,25,64.352075
-44.7,21,64.588557
-38.15,30,64.900452
-35.62,84,65.796209
32.461538,29,66.089819
-47.03,13,66.230982
-38.05,34,66.605774
-47.02,16,66.784611
-47.07,16,66.961223
-47.29,35,67.320741
-41.34,22,67.561877
-41.41,25,67.84465
-39.0,25,68.086895
-41.4,33,68.448068
-47.04,20,68.647785
-39.0,33,69.029054
-39.0,23,69.445533
-44.9,26,69.737631
-32.76,33,70.105018
-41.98,28,70.413839
-43.21,25,70.669175
