#{"t_start": 1785934089.1982903, "env_id": "poke-env-v0"}
r,l,t
-32.49,75,2.997869
-40.85,55,3.794818
-39.88,53,4.507022
-35.21,74,5.543952
-31.9,90,6.725101
32.125828,49,7.359442
35.901149,40,7.90644
-40.21,53,8.620275
-37.65,89,10.484309
37.550315,83,11.62582
-32.2,61,12.513773
34.168484,54,13.20594
-30.0,75,14.202197
-32.88,64,15.001253
-32.42,77,15.980066
40.039722,106,18.579896
32.515244,77,19.625141
32.087912,64,20.475615
33.933576,74,21.438813
-34.46,72,22.391491
35.297297,45,23.001971
-34.68,71,23.930547
35.531599,53,25.37344
-32.45,78,26.630456
37.383022,114,28.455573
-37.14,42,29.03075
40.287386,23,29.387956
40.743901,38,29.914017
34.454367,38,30.433799
42.671443,40,30.949231
35.412969,50,32.303638
39.204817,58,33.112927
-32.21,35,34.337408
-35.08,35,35.184412
35.207951,64,36.085786
38.127667,44,36.662899
32.116364,64,37.489367
37.640693,51,38.165408
-35.18,78,39.160952
37.640274,101,40.634038
37.37848,67,42.256819
43.252534,40,42.790798
-31.59,88,43.990047
44.121922,43,44.571213
-31.99,154,46.719362
36.387672,40,47.262703
35.156728,52,47.955588
32.032129,58,48.724922
41.083966,65,50.388658
33.0,36,50.870789
38.151163,43,51.437275
-34.6,65,52.669392
41.843373,26,53.042043
40.421058,49,53.706091
-32.65,69,54.668114
35.20229,44,55.325133
-31.79,59,56.13359
37.808796,37,56.665367
37.182689,37,57.196522
-32.23,71,58.803798
41.048237,41,59.354887
-32.28,41,59.900158
32.12605,41,60.451913
43.66984,34,60.978723
-32.96,71,61.928793
40.615605,29,62.310006
37.384325,51,62.965682
-32.95,46,63.586859
38.309524,32,63.973472
-32.84,77,65.710647
32.841549,55,66.433834
37.393013,61,67.229984
-35.12,53,68.01526
32.123839,48,68.704288
34.461211,29,69.11014
44.825444,44,69.692904
37.132434,55,70.426632
36.933344,60,71.259811
35.479554,52,72.003755
35.190909,39,73.343675
-32.65,58,74.121298
37.521148,42,74.698075
37.836239,67,75.564783
38.220204,37,76.090899
32.182119,36,76.597176
34.744068,89,77.779702
-32.9,59,78.596296
38.543478,33,79.052866
39.046627,49,79.709974
34.014153,52,81.195583
44.396669,59,82.008056
33.0,54,82.758197
35.369755,62,83.588718
-38.27,103,85.01006
-32.5,82,86.43039
-32.93,55,87.191281
39.674549,47,87.813021
44.271614,30,88.22699
46.793936,21,89.279018
42.698104,54,90.041133
40.410429,70,91.006891
34.976158,45,91.598853
-35.14,54,92.371291
40.480752,35,92.842987
-32.5,49,93.490886
41.553061,42,94.052595
38.662185,42,94.598269
43.003427,79,95.691668
37.986968,40,96.984733
38.171342,43,97.560885
38.403405,30,97.957395
43.938466,26,98.722008
41.932667,58,99.628885
38.515244,51,100.343407
-32.85,62,101.247818
40.176537,50,101.95337
32.277108,63,102.804078
40.077833,35,103.290472
37.680125,45,103.958433
39.0,23,104.366836
44.609428,29,105.562847
-35.11,41,106.086005
39.781737,31,106.520548
33.949904,35,106.984698
43.911864,28,107.354187
40.869997,53,108.049219
38.759644,31,108.459888
33.0,35,108.914623
32.299595,52,110.139854
47.492126,29,110.527236
35.597122,37,111.054973
40.524648,45,111.694825
-37.49,29,112.101806
38.246875,43,112.683578
32.901887,43,114.015019
-32.33,82,115.167438
35.502564,54,115.885029
46.449099,57,116.695961
44.042751,42,117.495614
44.05603,28,117.857843
34.888987,54,119.015267
43.679277,35,119.463704
37.350109,56,120.241167
37.817271,39,120.786502
43.86382,28,121.195866
36.0,44,122.549979
44.501608,21,122.863274
33.0,35,123.392192
40.830023,40,123.986778
40.900183,46,124.801547
46.097843,39,125.477201
42.0,27,125.850576
35.738533,75,126.86415
38.003172,37,127.380626
42.0,34,127.832648
41.3223,35,128.585554
35.07193,67,129.565772
42.0,35,130.841239
32.07377,37,131.37031
38.011052,36,131.858366
43.55298,43,132.450105
44.8125,26,132.849688
35.626415,44,133.476556
-31.67,38,134.624487
34.687805,50,135.334679
38.805054,26,135.694496
47.237288,28,136.076313
41.867424,37,137.556275
42.0,27,137.957852
38.226804,40,138.489676
38.182156,32,138.921413
41.306065,31,140.094168
41.578313,35,140.572144
38.313253,39,141.115737
43.964282,29,141.512076
41.260163,30,142.0732
40.827815,25,142.428227
40.417402,53,143.14256
39.0,33,143.59514
41.180732,40,144.146779
40.629303,53,145.591045
45.0,16,145.787117
46.193579,47,146.445876
40.669528,48,147.11101
35.567657,39,147.639036
44.095769,44,149.041939
38.123596,38,149.63819
44.551237,31,150.108725
41.759868,36,150.64393
32.674497,44,151.258964
41.348846,44,151.851396
37.869067,46,152.482243
34.948281,32,153.379826
40.77381,34,153.822631
41.023566,36,154.465137
35.407997,32,154.925356
41.537217,52,155.628915
38.64987,36,156.130624
40.779649,41,157.458615
37.62317,51,158.163217
42.866582,40,158.69616
42.0,24,159.059251
35.749091,77,160.221965
44.156865,87,161.651059
35.432653,45,162.322769
35.508108,37,162.808589
38.241974,52,164.152433
40.699096,35,164.625798
34.21146,41,165.186013
47.887324,35,166.419303
46.797746,35,166.925508
