#{"t_start": 1785952529.4385636, "env_id": "poke-env-v0"}
r,l,t
-41.75,29,2.414338
-42.0,24,2.762886
-41.13,36,3.35568
-38.26,30,3.834232
-45.83,27,4.480987
-42.0,25,4.941688
-44.82,29,5.462054
-38.79,31,5.955471
-44.03,30,6.516185
-41.49,27,6.965011
-38.25,31,7.497264
-41.63,38,8.221472
-42.0,24,8.6284
-38.03,31,9.132789
-44.23,40,9.759156
-39.0,24,10.093254
-40.54,37,11.38211
-47.21,32,11.928595
-39.0,25,12.34068
-41.25,32,12.909214
-38.5,34,13.418547
-39.0,34,13.979483
-41.29,26,14.412892
-44.09,26,14.81578
-44.19,24,15.205286
-41.74,31,15.699948
-35.66,45,16.424309
-47.56,27,16.818249
-41.05,23,17.17321
-41.64,30,17.671818
-39.0,21,18.020294
-43.22,35,18.872841
-43.73,39,19.456396
32.705686,39,20.724475
-44.4,26,21.121013
-38.67,26,21.505735
-35.38,39,22.059628
35.545126,33,22.533867
-41.62,29,22.976689
-44.06,29,23.418662
-44.5,33,23.892837
-39.0,33,24.378976
-41.56,60,25.138741
-42.0,32,25.526552
-47.15,19,25.780394
-44.71,25,26.101617
-32.68,49,26.844267
-41.78,22,27.173836
-44.06,22,27.500157
-47.49,16,27.76462
-41.28,36,29.129858
-41.4,25,29.536186
-38.29,30,29.98972
-42.0,26,30.543902
-32.78,32,30.986027
-40.49,28,31.349473
-41.91,22,31.669761
-41.71,24,31.988114
-33.0,43,32.548282
-44.35,22,32.83467
-35.41,26,33.161855
-40.8,24,33.504971
-45.0,23,33.829577
-38.25,36,34.322694
-41.03,21,34.590062
-44.88,28,34.972791
-41.13,32,35.399953
-44.71,32,35.887913
-39.0,25,36.872802
-40.97,22,37.16555
-40.87,36,37.632468
-44.26,27,37.993704
-45.0,24,38.322554
-41.44,24,38.657448
-43.62,22,38.979834
-39.0,25,39.308895
-40.59,43,39.893456
-41.22,30,40.291668
-40.53,31,40.762712
-44.43,31,41.179655
-44.02,22,41.482861
-43.5,30,41.894118
-35.82,34,42.352371
-47.29,17,42.579037
-38.31,44,43.185608
-37.89,36,44.517964
-40.5,27,44.992318
-38.09,22,45.303084
-38.9,19,45.588186
-41.67,22,46.217996
-38.81,34,46.677347
-41.27,32,47.081333
32.044674,97,48.357834
-41.44,45,48.963272
-41.29,30,49.347252
32.215259,45,49.976834
-41.85,26,50.308609
-44.8,26,50.662212
-39.0,23,50.974356
-37.52,43,51.549449
-41.07,23,52.479477
-44.51,20,52.751595
-40.54,95,54.098362
-39.0,41,54.662245
-41.71,31,55.092183
-36.0,36,55.573627
-44.91,32,56.176572
-40.64,31,56.669877
-38.35,33,57.164953
-41.66,26,57.558591
-37.94,50,58.331362
-42.0,20,58.632621
-38.8,41,59.256416
-39.0,24,59.954336
-32.81,31,61.380721
-41.77,24,61.713992
-44.14,20,61.983478
-44.93,25,62.363268
-35.75,26,62.723734
-41.57,28,63.092576
-41.38,24,63.449306
-39.0,27,63.82661
-47.22,19,64.237104
-44.44,30,64.668868
-44.25,20,64.970158
-33.0,54,65.907037
-42.0,20,66.202473
-45.0,37,66.723744
-33.0,31,67.144723
-38.25,30,67.556648
-38.16,38,68.078129
-41.44,24,68.469885
-33.0,36,69.642403
-45.95,26,70.007192
-41.68,25,70.357728
-39.0,33,70.799578
-43.95,30,71.233528
-45.0,22,71.535602
-41.43,23,71.863441
-45.0,22,72.188398
-37.74,40,72.786595
-43.75,23,73.46154
-45.0,20,73.738059
-44.18,21,74.060922
-38.33,17,74.320791
-32.91,34,74.798049
-38.37,28,75.176801
-35.67,34,75.640027
-36.0,21,75.93351
-42.0,26,76.306311
-39.0,22,76.621072
-38.65,35,77.106149
-41.77,27,78.428784
-32.06,81,79.524437
-43.62,24,79.856755
-43.49,30,80.288226
-35.98,25,80.620283
-44.21,19,80.89717
-41.83,26,81.247522
-47.33,25,81.612673
-46.44,26,81.965863
-39.0,28,82.359777
-44.2,26,82.733919
-44.23,27,83.10534
-38.78,38,83.718075
-47.16,18,83.971906
-41.52,35,84.481988
-44.52,24,84.814514
-38.45,30,85.256701
-36.0,31,86.417307
-44.46,27,86.806255
-44.59,30,87.216504
-44.07,24,87.572343
-38.39,27,87.940998
-44.4,19,88.199789
-44.79,35,88.708571
-35.05,73,89.718901
-43.6,20,90.026253
-44.23,21,90.301334
-44.34,30,90.730285
-35.58,60,91.693337
-38.58,35,92.254606
-35.26,30,92.66622
-44.51,21,92.957618
-45.0,43,94.707385
-35.65,39,95.333678
-42.0,18,95.671927
-36.0,26,96.038719
-41.88,24,96.429212
-38.48,36,96.960734
-40.53,34,97.461133
-38.06,33,97.937559
-41.5,25,98.272747
-44.07,27,98.661482
-33.0,29,99.087862
-39.0,35,99.658431
-45.63,20,100.065078
-42.0,29,101.210407
30.0,37,101.802918
-41.59,35,102.423019
-33.96,50,103.383841
-34.6,29,104.724721
-41.63,22,105.128371
-38.4,45,105.898123
-38.78,27,106.391111
-41.61,23,106.77018
-44.77,30,107.338156
-38.66,44,108.189371
-41.81,29,108.64904
-44.79,23,109.032181
-42.0,27,109.573211
-44.17,23,109.952102
-42.0,43,110.821298
-40.93,20,111.195493
-44.27,27,111.6134
-44.57,20,111.930608
-40.18,38,112.524922
-38.34,28,112.951068
-36.0,31,114.280566
-35.91,28,114.672785
-44.89,27,115.090217
-43.23,28,115.498392
-42.0,16,115.72509
-44.75,19,116.021752
-38.12,29,116.443497
-41.86,19,116.714849
-35.11,32,117.187331
-41.68,17,117.41546
-42.0,35,117.944219
-34.84,38,118.519037
-41.81,25,118.878342
-41.14,29,119.318554
-35.88,25,119.669614
-44.17,21,119.957653
-32.85,39,120.547827
-41.87,24,120.901488
-41.12,29,121.322779
-47.64,20,121.607538
-41.31,26,122.667342
-35.48,32,123.137426
-40.91,25,123.518836
-35.63,33,123.974426
-38.51,27,124.413525
-38.52,42,125.050721
-44.66,30,125.469057
-41.55,29,125.887764
-41.52,32,126.347616
-36.7,35,126.860605
-42.0,41,127.498279
-37.43,34,128.05123
-44.76,31,128.526007
-38.42,29,129.066936
-40.5,26,129.45509
-44.45,19,129.7541
-34.64,28,131.168628
-35.76,31,131.61768
-38.88,24,131.996757
-40.44,33,132.463459
-35.54,28,132.867896
-43.45,31,133.33081
-40.32,27,133.707162
-34.7,36,134.251053
-44.51,26,134.659182
-38.48,51,135.419037
-38.19,31,135.870045
-40.09,30,136.321434
-38.49,32,136.802434
-43.37,22,137.096829
-41.09,32,137.566839
-39.0,26,137.962174
-40.73,40,138.541082
-38.53,30,139.720255
-46.85,25,140.203445
-38.25,34,140.690104
-41.5,26,141.067032
32.385246,26,141.44944
-38.76,29,141.906386
32.070039,36,142.397942
-35.75,27,142.802811
-40.59,28,143.221625
-42.0,24,143.572524
-42.0,29,143.995555
-36.0,27,144.420278
-43.55,22,144.744592
32.129771,61,145.786355
-35.72,26,146.220904
-41.41,22,146.570503
-41.33,28,147.06353
-41.12,28,148.30535
-38.45,33,148.849292
-38.55,37,149.476747
-34.77,50,150.278442
-43.58,23,150.701886
-44.35,21,151.037595
-40.24,32,151.708262
-41.39,28,152.191762
-40.95,21,152.554094
-35.32,23,152.961683
-42.0,23,153.359327
-40.49,23,153.769837
-40.85,24,154.176384
-37.65,41,154.849299
-40.58,29,155.350568
-38.32,24,155.723449
-41.63,32,156.659924
-45.0,27,157.155867
-37.16,27,158.40807
-42.0,33,158.969524
-41.06,24,159.363963
-35.7,31,159.901759
-38.47,24,160.648782
-47.42,23,161.054723
-39.0,35,161.661037
-44.77,22,162.016624
-41.31,26,162.477431
-41.8,26,162.983943
-43.53,27,163.521136
-47.25,21,163.88201
-44.81,22,164.336533
-38.41,35,164.96043
-37.83,39,165.621643
-41.06,26,166.037032
-35.48,28,166.46203
-32.36,37,166.996631
-42.0,24,168.222053
-40.13,30,168.706872
-38.57,34,169.222905
-46.54,25,169.606359
32.576208,55,170.360276
-41.86,34,170.84166
-44.14,31,171.272074
-35.3,40,171.82112
-35.54,24,172.191957
-35.4,40,172.738608
-38.02,27,173.115724
-35.66,25,173.468498
-35.44,42,174.050686
-44.72,26,174.396065
-40.63,22,174.705973
-41.19,25,175.027512
-38.59,26,175.386224
-41.08,23,176.373996
-41.84,23,176.6654
-38.67,20,176.942895
-41.04,28,177.347075
-41.77,21,177.629908
-38.34,25,178.017143
-39.72,32,178.462209
-32.31,44,179.056824
-32.88,31,179.502716
-32.48,41,180.031318
-32.14,26,180.386288
-44.71,14,180.579839
-38.91,26,180.956088
-41.4,29,181.358742
-41.46,22,181.64529
-38.65,26,182.014924
-44.48,21,182.321458
-41.56,29,182.713391
-38.25,23,183.025559
-46.87,16,183.910126
-41.34,38,184.412643
-41.36,24,184.764485
-39.0,18,185.018541
-37.84,24,185.341499
-41.23,22,185.663578
-41.79,20,185.97329
33.783577,32,186.403691
-38.31,26,186.760471
-41.23,42,187.615297
-44.61,20,187.891908
-41.81,23,188.226838
-35.06,29,188.596556
-38.46,37,189.121647
-41.34,29,189.514821
-44.05,25,189.882879
-41.41,23,190.196761
-40.99,25,190.542177
-42.0,33,191.007235
-35.28,37,192.190016
-41.87,24,192.526752
-41.1,21,192.83018
-39.0,29,193.229123
32.019763,32,193.682005
-42.0,33,194.11886
-35.88,25,194.497831
-35.91,45,195.124085
-41.45,24,195.45235
-35.91,30,195.85825
-44.8,24,196.160615
-39.0,29,196.573762
32.622356,36,197.06113
-38.38,23,197.364326
-38.17,32,197.830322
-44.11,26,198.188646
-40.03,43,198.776285
-44.55,24,199.955483
-45.0,30,200.364219
32.291367,30,200.769549
-37.21,51,201.669997
-35.59,42,202.262973
-36.0,27,202.63504
-38.91,32,203.055765
-38.23,32,203.512405
-37.41,25,203.8694
-38.68,47,204.484541
-44.13,27,204.844115
-39.0,26,205.19704
-38.6,41,205.965766
-43.72,27,206.36342
-38.91,21,206.640029
-44.13,26,206.99533
-35.7,32,208.070636
-41.17,31,208.499681
-47.45,32,208.928852
-39.0,18,209.198612
-42.0,26,209.533423
-41.55,23,209.853372
-40.98,27,210.21766
31.766187,36,210.711434
-41.36,21,210.985519
-41.78,25,211.314282
-41.92,23,211.650602
-40.1,33,212.175743
-36.0,27,212.662331
-41.34,20,213.098294
-41.49,28,213.504354
-44.22,30,213.923148
-41.75,27,214.297094
-39.0,31,214.712
32.648276,37,215.21647
-42.0,19,216.114844
-38.55,35,216.640461
32.425532,35,217.114697
-36.0,33,217.557209
-41.21,20,217.833178
-41.73,19,218.101477
-37.63,28,218.478713
-46.97,22,218.775798
-39.0,37,219.2931
-43.42,21,219.578665
-37.59,22,219.881106
-41.32,42,220.457581
-38.33,34,220.904284
-41.68,28,221.304013
-35.18,40,221.818156
-38.06,36,222.314616
-44.46,20,222.597951
-41.31,24,222.912683
-38.01,27,223.96319
-43.72,24,224.315103
-38.32,30,224.726593
-44.34,20,224.977174
-41.18,28,225.374615
-44.21,23,225.704947
-39.0,26,226.090423
-38.53,34,226.588591
-38.08,29,227.035115
-40.6,27,227.391754
-41.19,18,227.637826
-33.0,35,228.138981
-38.23,33,228.584591
-45.0,22,228.899082
-44.2,23,229.21872
-39.0,26,229.579638
-35.8,33,230.034956
-41.77,17,230.274688
-39.0,28,230.645636
-38.37,27,231.687957
-41.52,23,231.982402
-37.92,35,232.496171
-41.65,17,232.727469
34.220539,37,233.224735
-35.66,46,233.860066
-42.0,19,234.117167
-38.73,30,234.518873
-44.63,25,234.868118
-41.03,42,235.439441
-41.8,34,235.902205
-35.48,29,236.288544
-44.55,34,236.768746
-44.05,25,237.102835
-41.48,35,237.849206
-47.41,21,238.151427
-43.53,37,238.681004
-38.56,22,239.616792
-38.23,31,240.063588
-35.68,37,240.577778
-41.91,25,240.987293
-35.48,34,241.442416
-38.49,37,241.929763
-38.44,39,242.479363
-41.87,23,242.76752
-38.33,29,243.172574
-41.41,34,243.642733
-43.78,24,243.980464
-41.32,18,244.240411
-37.23,33,244.696112
-42.0,28,245.090914
-41.35,20,245.384334
-35.88,30,245.767029
-32.1,50,246.453891
-35.94,40,247.811546
-40.97,27,248.155942
-35.71,47,248.797904
-39.0,25,249.13115
-41.03,23,249.703057
-34.76,33,250.132653
-33.0,31,250.534442
-44.91,24,250.855127
-38.91,22,251.163838
-44.82,27,251.540997
-37.28,36,252.018361
-41.21,29,252.432457
-41.59,35,252.911021
-39.0,25,253.250246
-38.8,28,253.624084
-41.89,28,253.987244
-41.03,24,254.316663
-36.0,37,255.508731
-38.03,33,255.944934
-41.72,31,256.37703
-41.22,20,256.666337
-35.39,39,257.198118
-43.97,20,257.477257
-38.47,30,257.898456
-44.04,23,258.216121
-38.45,24,258.526097
-38.64,28,258.893154
-36.0,30,259.3145
-39.0,24,259.64407
-39.0,29,260.027279
-41.6,20,260.309733
-41.04,32,260.764484
-40.71,27,261.140302
-41.26,32,261.547372
-46.73,12,261.7298
-38.53,40,262.946673
-36.0,30,263.384555
-41.39,22,264.095719
-37.93,30,264.518033
-41.85,24,264.835305
-37.74,29,265.273518
-40.95,28,265.638921
-41.64,25,265.990125
-44.56,23,266.315837
-33.0,40,266.867119
-44.32,19,267.114006
-39.0,27,267.491262
-35.25,32,267.921432
-42.0,18,268.184931
-46.93,22,268.468958
-31.57,34,268.961416
-43.56,23,269.274083
-41.74,26,269.645306
-42.0,28,270.031859
-39.0,27,271.061203
-35.71,27,271.408359
-38.88,24,271.737641
-32.06,34,272.196714
-41.42,23,272.512327
-44.27,24,272.837005
-43.09,21,273.112181
-41.76,24,273.556134
-43.86,38,274.075585
-41.44,29,274.48195
-41.39,22,274.7934
-40.57,26,275.209994
-43.86,22,275.50245
-42.0,29,275.942833
-38.71,23,276.543516
-32.62,68,277.488717
-41.13,27,277.862156
-37.85,28,278.222916
-41.81,25,279.2227
-38.08,25,279.559711
34.439977,27,279.937116
-34.97,31,280.335223
-38.25,30,280.746046
-40.98,34,281.212294
-32.14,36,281.700615
-39.0,49,282.339553
-35.41,23,282.676373
-38.03,26,283.227136
-35.46,26,283.589643
-44.58,30,283.992024
-44.71,19,284.259136
-43.71,20,284.531547
-35.4,29,284.928858
-32.42,23,285.232038
-34.59,42,285.807678
-39.0,26,286.160159
-39.0,29,287.216486
-44.04,44,287.807849
-38.81,24,288.15079
-38.86,27,288.519133
-44.45,20,288.793014
-42.0,22,289.388682
-34.77,31,289.800608
-32.75,50,290.494425
-35.45,37,291.00157
-35.91,30,291.415835
-38.46,79,292.49602
-35.23,35,292.968357
-41.19,26,293.338814
-43.94,24,293.675298
-42.0,21,293.949065
-32.17,33,295.343607
-34.81,35,295.809932
-38.16,27,296.176799
-38.15,29,296.581308
-32.48,30,296.980913
-38.34,25,297.339218
-32.45,37,297.841536
-37.63,36,298.337294
-35.48,24,298.672808
-38.82,22,298.970874
-44.05,17,299.208596
-35.64,32,299.646821
-39.76,24,299.977879
-44.49,21,300.285031
-36.43,40,301.206131
-40.43,32,301.631454
-38.5,24,301.952373
-43.99,17,302.186894
-41.71,84,303.948317
-36.0,31,304.375094
-38.54,25,304.709179
-35.17,30,305.114176
-44.88,33,305.5766
-38.41,22,305.872854
-38.05,30,306.284472
-40.28,40,306.819308
-41.85,28,307.20938
-32.92,52,307.936143
-40.46,51,308.615499
-35.41,37,309.126882
-38.04,32,309.550261
-38.29,25,309.879089
-47.75,110,312.006819
-38.71,26,312.365793
-32.5,33,312.786595
34.609155,32,313.226233
-41.05,39,313.748234
-37.05,26,314.256011
-35.02,33,314.794702
-38.84,31,315.208318
-38.9,28,315.597706
-40.8,33,316.029011
33.0,31,316.437596
-34.8,24,316.766403
-35.25,26,317.10297
32.200704,23,317.42921
-35.65,26,317.780154
-38.66,27,318.854606
-43.94,24,319.177213
-41.33,28,319.562073
-38.45,35,320.053274
-35.25,30,320.464996
-35.45,43,321.031662
-38.77,30,321.445281
-38.2,32,321.876539
-38.06,30,322.287154
-38.04,21,322.700935
-36.0,31,323.117691
-40.53,32,323.568736
-38.04,23,323.879411
33.0,29,324.271445
-38.71,40,324.79616
-36.0,27,325.179249
-37.75,31,325.608167
-39.0,30,326.662077
34.71932,27,327.126529
-41.6,37,327.626849
-39.0,26,327.972897
-41.67,32,328.405914
-42.0,21,328.700467
-38.91,30,329.115874
-39.0,29,329.524559
-38.25,20,329.800291
-36.0,40,330.32252
-41.45,20,330.599811
-40.7,33,331.050953
-36.0,37,331.524592
-38.76,30,331.934808
-41.39,21,332.219993
-39.0,20,332.49987
-35.11,24,332.812705
-40.96,25,333.176322
34.827887,28,334.961735
-44.36,24,335.304156
-42.0,24,335.626715
-36.0,28,336.007037
-38.39,27,336.379274
-41.52,24,336.708393
-35.03,27,337.061562
-34.58,25,337.404091
-37.95,36,337.895293
-38.56,28,338.287282
-35.57,37,338.769151
-44.37,18,339.01229
-41.26,23,339.324383
-41.36,26,339.906068
-45.0,26,340.281077
-38.63,27,340.642762
-41.59,22,340.923594
-38.4,31,341.367662
-44.17,26,341.729698
-41.18,30,342.142457
-40.7,20,343.068575
-40.82,40,343.612694
-40.78,27,343.980809
-38.73,22,344.269899
-41.09,26,344.635456
-41.32,35,345.124018
-36.0,24,345.448017
-38.81,37,345.928169
33.0,39,346.465231
-42.0,29,346.898468
30.0,33,347.368466
-32.07,52,348.069735
-38.02,28,348.452046
-40.87,26,348.823075
-35.76,30,349.234818
-32.81,31,349.644708
-38.31,23,350.613203
31.9375,34,351.079523
-41.64,25,351.427665
-38.03,35,351.929808
-38.5,24,352.243721
-41.62,27,352.614977
-32.1,25,352.932122
-38.45,22,353.242622
-44.53,22,353.548577
-47.07,16,353.783784
-44.22,19,354.042598
-35.6,38,354.557822
-39.0,28,354.929034
-33.0,36,355.437816
-38.03,36,355.932651
-35.64,26,356.292549
-35.68,33,356.742613
-34.79,41,357.324833
-42.0,28,358.351645
-32.34,27,358.716144
-35.58,46,359.345752
-38.08,26,359.725756
-44.42,25,360.057517
-38.63,24,360.404411
-37.88,28,360.809248
-41.12,23,361.118788
-39.96,24,361.441339
-35.23,30,361.872505
-44.65,27,362.256963
-41.39,35,362.751707
-38.0,31,363.16187
-38.85,22,363.463049
-39.69,21,363.744253
-38.27,33,364.19557
-35.76,30,364.842406
-40.2,22,365.141768
32.868966,27,366.175111
-42.0,19,366.422891
-44.81,21,366.703579
-40.76,36,367.213273
-41.76,21,367.499824
-44.63,24,367.825001
