#{"t_start": 1785956952.490815, "env_id": "poke-env-v0"}
r,l,t
-30.0,29,2.379
-30.0,20,2.624862
-30.0,26,2.946168
30.0,35,3.393581
-30.0,26,3.707871
-30.0,24,4.004127
-30.0,23,4.298085
-30.0,30,4.662199
-30.0,26,4.992472
-30.0,43,5.51548
-30.0,26,5.821826
-30.0,24,6.12792
-30.0,26,6.460507
-30.0,85,7.834892
-30.0,31,8.225586
-30.0,22,8.513774
-30.0,34,9.542221
-30.0,36,9.990623
-30.0,32,10.380881
-30.0,40,10.846049
-30.0,45,11.409506
-30.0,44,11.979739
-30.0,30,12.387379
-30.0,38,12.854452
-30.0,24,13.147129
-30.0,32,13.556704
-30.0,26,13.88109
-30.0,30,14.251854
-30.0,28,14.595281
-30.0,39,15.087025
-30.0,24,15.377776
-30.0,26,15.787588
-30.0,47,17.040914
-30.0,25,17.347012
-30.0,21,17.609513
-30.0,32,18.008345
-30.0,28,18.370543
-30.0,28,18.724121
-30.0,32,19.135633
-30.0,37,19.879838
-30.0,26,20.217351
-30.0,23,20.519329
-30.0,23,20.782286
-30.0,25,21.157919
-30.0,29,21.524273
-30.0,31,21.891177
-30.0,29,22.261054
-30.0,23,22.532758
-30.0,31,22.927682
-30.0,24,23.862809
-30.0,31,24.257622
-30.0,22,24.530108
-30.0,24,24.826801
-30.0,67,25.871459
-30.0,29,26.235407
-30.0,35,26.682313
-30.0,62,27.478316
-30.0,31,27.85019
-30.0,30,28.236216
-30.0,26,28.549795
-30.0,24,28.838064
-30.0,23,29.189021
-30.0,24,29.463328
-30.0,31,29.853589
-30.0,33,30.281154
-30.0,41,31.421928
-30.0,41,31.942298
-30.0,33,32.331518
-30.0,34,32.770035
-30.0,28,33.134545
-30.0,50,33.862604
-30.0,33,34.475804
-30.0,29,34.845431
-30.0,32,35.261417
-30.0,36,35.699855
-30.0,50,36.344563
-30.0,27,36.695211
-30.0,21,36.956647
-30.0,27,37.300714
-30.0,23,37.586334
-30.0,22,37.85459
-30.0,27,38.8176
-30.0,24,39.133178
-30.0,29,39.489784
-30.0,31,39.896103
-30.0,47,40.482347
-30.0,25,40.807732
-30.0,19,41.033107
-30.0,26,41.364872
-30.0,36,41.791279
-30.0,25,42.111685
-30.0,35,42.552222
-30.0,29,42.905916
-30.0,43,43.460329
-30.0,28,43.817883
-30.0,46,44.402098
-30.0,35,44.815974
-30.0,32,45.868949
-30.0,24,46.167571
-30.0,30,46.527123
-30.0,32,46.935611
-30.0,35,47.370533
-30.0,21,47.656064
-30.0,30,48.02278
-30.0,29,48.399203
-30.0,24,48.702456
-30.0,32,49.083078
-30.0,23,49.366774
-30.0,27,49.707515
-30.0,25,50.022647
-30.0,37,50.467615
-30.0,33,50.892137
-30.0,32,51.295065
-30.0,20,51.560857
-30.0,20,51.825547
-30.0,22,52.727355
-30.0,25,53.037326
