#{"t_start": 1785964426.5206778, "env_id": "poke-env-v0"}
r,l,t
32.448276,40,2.084093
-41.52,28,2.164103
-38.91,25,2.236048
-42.0,20,2.293777
-40.59,27,2.378688
-41.5,26,2.44917
-38.26,26,2.522564
-38.0,24,2.58744
-42.0,25,2.660214
-41.39,24,2.726825
-44.25,37,2.831003
-44.65,23,2.896625
-40.74,29,2.97789
-40.71,35,3.077013
-41.2,29,3.156703
-45.0,29,3.23733
-41.13,26,3.308984
-38.01,37,3.411156
-44.14,23,3.477211
-41.91,32,3.565981
-43.87,34,3.66366
-41.67,28,3.743565
-38.85,35,3.838479
-45.0,21,3.898536
-44.95,21,3.956351
-44.14,30,4.041425
-43.93,36,4.138194
-34.9,30,4.220756
-44.01,30,4.3037
-42.58,31,4.388117
-41.7,28,4.473321
-45.0,24,4.542592
-41.54,26,4.616453
-40.52,47,4.742005
-42.0,26,4.817957
-44.41,18,4.867622
-40.75,31,4.949572
-35.62,32,5.036534
-44.33,23,5.10233
-45.0,28,5.178156
-35.51,37,5.282525
-41.91,20,5.338543
-42.0,28,5.418134
-44.6,22,5.486005
-47.5,24,5.554362
-45.85,25,5.627123
-41.29,42,5.744348
-41.32,35,5.844043
-42.0,35,5.943155
-46.94,21,6.005377
-42.0,38,6.112694
-41.83,21,6.173983
-38.87,24,6.243782
-42.0,18,6.294455
-41.93,21,6.35312
-47.47,24,6.422746
-40.86,34,6.52088
-41.76,26,6.593202
-42.0,42,6.710157
-41.61,18,6.763525
-38.09,31,6.851034
-38.88,37,6.951731
-41.19,22,7.015511
-38.79,29,7.095189
-44.58,30,7.184358
-43.69,32,7.273323
-44.25,21,7.33966
-44.74,28,7.421451
-47.49,16,7.473248
-44.43,73,7.653645
-35.76,21,7.712296
-44.71,19,7.766174
-38.51,27,7.840587
-35.81,31,7.924635
-35.88,34,8.015899
-44.21,21,8.076513
-46.74,25,8.149979
-38.49,24,8.219107
-47.53,12,8.25325
-41.44,17,8.302509
-43.89,23,8.366621
-44.87,38,8.470845
-39.99,32,8.561414
-45.0,29,8.640404
-44.25,24,8.706598
-43.96,26,8.779516
-39.0,27,8.855031
-38.06,25,8.924842
-38.14,24,8.991958
-43.73,31,9.078723
-38.83,26,9.149729
-45.0,19,9.204964
-38.5,37,9.306074
-44.71,23,9.369457
-41.09,29,9.44906
-41.5,21,9.506951
-44.13,30,9.58943
-44.5,18,9.641047
-42.0,28,9.71684
-46.83,26,9.790509
-35.88,45,9.922382
-47.44,21,9.982085
-38.89,28,10.062296
-44.93,25,10.130738
-40.45,32,10.239678
-41.26,35,10.333956
-41.5,22,10.394708
-44.46,20,10.452282
-46.77,29,10.536112
-46.86,23,10.601789
-42.0,30,10.687522
-37.75,28,10.769372
-43.47,23,10.836501
-43.63,21,10.900062
-40.89,19,10.954682
-36.0,28,11.032296
-47.11,25,11.103909
-44.52,22,11.164618
-41.48,30,11.24754
-46.92,24,11.318713
-41.72,39,11.426256
-41.27,20,11.483839
-46.31,32,11.574382
-43.93,29,11.653372
-41.21,42,11.77354
-44.13,25,11.844733
-38.59,27,11.920349
-44.41,18,11.969303
-39.0,23,12.033394
-38.25,35,12.159281
-41.74,17,12.232284
-41.54,21,12.308746
-37.6,32,12.451323
-37.69,63,12.63487
-44.47,26,12.71099
-43.71,35,12.808311
-38.84,33,12.901454
-37.32,33,12.990935
-41.88,20,13.047767
-41.32,34,13.143148
-44.83,28,13.22559
-44.33,21,13.286895
-41.44,27,13.364856
-41.56,31,13.449831
-35.38,29,13.531392
-44.15,20,13.589826
-45.0,17,13.64033
-41.37,18,13.693074
-41.68,24,13.757836
-43.94,25,13.831992
30.0,31,13.914858
-41.71,23,13.977902
-44.16,23,14.041489
-43.74,35,14.142119
35.34106,51,14.272005
-32.68,30,14.355407
-40.62,26,14.431438
-41.55,39,14.53584
-44.13,23,14.599502
-41.05,19,14.655185
-41.4,35,14.747567
-44.21,31,14.828523
-42.0,27,14.9012
-45.0,26,14.974776
-41.86,26,15.048986
-35.83,35,15.14243
